lam,mean_profit,se_profit,ci_low,ci_high,mean_final_wealth,mean_found_rounds,mean_participation_rounds,n_seeds
0.0,11.681455081035592,1.135890208038002,9.455110273281107,13.907799888790077,21.681455081035594,773.7,773.7,20
0.1,13.397427294579055,1.2374136427388867,10.972096554810836,15.822758034347274,23.397427294579046,773.0,773.0,20
0.3,16.224467407510552,1.3972729732788862,13.485812379883935,18.96312243513717,26.224467407510538,769.75,769.75,20
0.5,19.066185956055364,1.4957865817624716,16.13444425580092,21.99792765630981,29.066185956055357,764.7,764.7,20
0.8,22.460306021294333,1.768784180211647,18.993489028079505,25.92712301450916,32.46030602129434,757.75,757.75,20
1.0,24.219384264436496,1.968742129321061,20.360649690967215,28.078118837905777,34.2193842644365,753.05,753.05,20
