datetime,resolutioncode,offshoreonshore,region,gridconnectiontype,measured,mostrecentforecast,mostrecentconfidence10,mostrecentconfidence90,dayahead11hforecast,dayahead11hconfidence10,dayahead11hconfidence90,dayaheadforecast,dayaheadconfidence10,dayaheadconfidence90,weekaheadforecast,weekaheadconfidence10,weekaheadconfidence90,monitoredcapacity,loadfactor,decrementalbidid
2024-01-01T00:00:00+01:00,PT15M,Offshore,Federal,Elia,2096.25,2121.0,2064.0,2163.7,2185.9,2012.7,2245.6,2182.9,2059.6,2232.1,2130.7,2045.8,2212.4,2262.1,0.93,''
2024-01-01T00:15:00+01:00,PT15M,Offshore,Federal,Elia,2096.2,2124.3,2058.0,2170.3,2186.2,2022.9,2244.9,2182.6,2061.7,2233.9,2136.4,2034.6,2221.7,2262.1,0.93,''
2024-01-01T00:30:00+01:00,PT15M,Offshore,Federal,Elia,2090.75,2127.8,2051.9,2177.1,2186.5,2032.9,2244.3,2182.6,2063.9,2234.0,2141.3,2015.1,2228.4,2262.1,0.92,''
2024-01-01T00:45:00+01:00,PT15M,Offshore,Federal,Elia,2082.16,2131.0,2050.2,2183.0,2187.0,2031.2,2243.6,2182.8,2064.2,2233.8,2146.8,2000.9,2228.6,2262.1,0.92,''
2024-01-01T01:00:00+01:00,PT15M,Offshore,Federal,Elia,2077.74,2123.4,2066.4,2165.7,2187.1,2017.7,2243.7,2182.3,2061.9,2233.6,2149.3,1989.1,2227.0,2262.1,0.92,''
2024-01-01T01:15:00+01:00,PT15M,Offshore,Federal,Elia,2089.99,2126.4,2060.0,2172.2,2187.2,1992.4,2244.3,2182.3,2057.2,2233.0,2149.8,1981.0,2227.1,2262.1,0.92,''
2024-01-01T01:30:00+01:00,PT15M,Offshore,Federal,Elia,2101.92,2129.4,2053.5,2178.3,2187.2,1967.1,2244.9,2182.1,2052.7,2231.6,2150.0,1972.8,2227.0,2262.1,0.93,''
2024-01-01T01:45:00+01:00,PT15M,Offshore,Federal,Elia,2099.31,2132.2,2051.4,2184.1,2187.2,1947.9,2244.8,2181.8,2047.5,2230.9,2150.3,1966.6,2226.9,2262.1,0.93,''
2024-01-01T02:00:00+01:00,PT15M,Offshore,Federal,Elia,2101.68,2117.4,2060.4,2160.1,2186.7,1934.0,2244.0,2181.1,2041.2,2230.7,2150.3,1962.3,2227.1,2262.1,0.93,''
2024-01-01T02:15:00+01:00,PT15M,Offshore,Federal,Elia,2101.45,2120.4,2053.8,2166.4,2186.7,1927.1,2243.4,2180.9,2035.4,2231.4,2150.4,1960.3,2227.5,2262.1,0.93,''
2024-01-01T02:30:00+01:00,PT15M,Offshore,Federal,Elia,2097.65,2123.4,2047.6,2172.8,2186.7,1919.8,2242.4,2180.9,2029.5,2231.6,2150.7,1958.1,2227.7,2262.1,0.93,''
2024-01-01T02:45:00+01:00,PT15M,Offshore,Federal,Elia,2098.98,2126.2,2045.3,2178.4,2186.9,1917.6,2242.0,2181.1,2024.2,2232.3,2150.8,1963.1,2227.8,2262.1,0.93,''
2024-01-01T03:00:00+01:00,PT15M,Offshore,Federal,Elia,2093.06,2119.1,2062.1,2162.2,2187.0,1920.4,2241.8,2181.3,2019.2,2233.2,2151.4,1974.9,2227.7,2262.1,0.93,''
2024-01-01T03:15:00+01:00,PT15M,Offshore,Federal,Elia,2101.88,2121.9,2055.4,2168.1,2187.1,1927.9,2242.3,2181.2,2014.8,2234.2,2151.5,1993.5,2227.3,2262.1,0.93,''
2024-01-01T03:30:00+01:00,PT15M,Offshore,Federal,Elia,2098.29,2124.6,2048.7,2174.3,2187.2,1935.3,2242.5,2181.4,2010.5,2235.4,2151.6,2012.2,2225.0,2262.1,0.93,''
2024-01-01T03:45:00+01:00,PT15M,Offshore,Federal,Elia,2085.35,2127.1,2046.1,2179.6,2187.2,1941.4,2242.7,2181.6,2004.6,2236.6,2151.8,2023.1,2223.1,2262.1,0.92,''
2024-01-01T04:00:00+01:00,PT15M,Offshore,Federal,Elia,2086.2,2118.2,2061.0,2161.2,2187.3,1946.2,2242.6,2182.3,1997.8,2238.4,2152.0,2025.8,2222.9,2262.1,0.92,''
2024-01-01T04:15:00+01:00,PT15M,Offshore,Federal,Elia,2101.7,2120.1,2053.6,2167.0,2187.3,1949.5,2242.5,2182.7,1989.2,2239.4,2152.2,2021.0,2224.5,2262.1,0.93,''
2024-01-01T04:30:00+01:00,PT15M,Offshore,Federal,Elia,2099.24,2122.4,2046.3,2172.4,2187.3,1952.7,2242.3,2182.7,1980.3,2240.2,2152.3,2016.2,2226.3,2262.1,0.93,''
2024-01-01T04:45:00+01:00,PT15M,Offshore,Federal,Elia,2095.74,2124.0,2043.2,2177.2,2187.3,1964.4,2241.7,2182.3,1973.2,2240.9,2152.4,2019.0,2227.2,2262.1,0.93,''
2024-01-01T05:00:00+01:00,PT15M,Offshore,Federal,Elia,2097.47,2116.3,2059.4,2159.8,2186.4,1983.8,2241.3,2181.0,1967.4,2241.5,2152.7,2030.0,2228.2,2262.1,0.93,''
2024-01-01T05:15:00+01:00,PT15M,Offshore,Federal,Elia,2096.99,2118.2,2052.0,2165.5,2185.8,2012.2,2241.6,2180.1,1964.4,2243.0,2153.1,2048.5,2229.0,2262.1,0.93,''
2024-01-01T05:30:00+01:00,PT15M,Offshore,Federal,Elia,2098.59,2120.4,2044.6,2171.0,2185.4,2040.6,2241.6,2179.6,1961.2,2244.5,2153.2,2067.1,2230.0,2262.1,0.93,''
2024-01-01T05:45:00+01:00,PT15M,Offshore,Federal,Elia,2097.52,2122.3,2041.3,2175.9,2184.9,2058.6,2241.2,2178.9,1962.5,2245.2,2153.2,2078.6,2231.1,2262.1,0.93,''
2024-01-01T06:00:00+01:00,PT15M,Offshore,Federal,Elia,2093.91,2115.1,2058.1,2159.0,2184.4,2066.4,2240.4,2177.6,1968.0,2245.2,2163.7,2093.0,2234.8,2262.1,0.93,''
2024-01-01T06:15:00+01:00,PT15M,Offshore,Federal,Elia,2098.73,2117.5,2051.3,2165.1,2183.7,2063.8,2239.2,2176.8,1978.6,2244.3,2164.2,2090.3,2237.4,2262.1,0.93,''
2024-01-01T06:30:00+01:00,PT15M,Offshore,Federal,Elia,2100.72,2120.1,2044.2,2171.0,2183.2,2061.0,2237.4,2176.2,1989.1,2242.4,2164.6,2087.4,2237.6,2262.1,0.93,''
2024-01-01T06:45:00+01:00,PT15M,Offshore,Federal,Elia,2099.33,2122.4,2041.4,2176.1,2182.8,2060.6,2236.4,2175.5,1999.4,2240.7,2165.1,2087.8,2237.0,2262.1,0.93,''
2024-01-01T07:00:00+01:00,PT15M,Offshore,Federal,Elia,2101.36,2117.7,2060.5,2161.5,2181.8,2062.5,2235.8,2175.0,2008.9,2239.1,2165.6,2091.9,2237.3,2262.1,0.93,''
2024-01-01T07:15:00+01:00,PT15M,Offshore,Federal,Elia,2101.03,2120.2,2053.8,2167.1,2181.1,2066.5,2236.0,2174.2,2018.3,2238.0,2166.4,2099.0,2238.5,2262.1,0.93,''
2024-01-01T07:30:00+01:00,PT15M,Offshore,Federal,Elia,2100.2,2122.6,2046.7,2173.3,2180.2,2070.3,2236.2,2173.7,2027.5,2236.8,2167.1,2106.3,2239.4,2262.1,0.93,''
2024-01-01T07:45:00+01:00,PT15M,Offshore,Federal,Elia,2098.13,2124.9,2044.2,2178.3,2179.3,2072.5,2236.3,2172.8,2024.8,2235.5,2167.9,2109.8,2239.9,2262.1,0.93,''
2024-01-01T08:00:00+01:00,PT15M,Offshore,Federal,Elia,2043.27,2122.6,2065.7,2166.0,2178.4,2072.2,2236.3,2172.1,2010.8,2235.0,2168.9,2108.9,2240.6,2262.1,0.9,''
2024-01-01T08:15:00+01:00,PT15M,Offshore,Federal,Elia,2073.61,2124.2,2057.9,2171.3,2176.9,2070.2,2236.3,2171.0,1984.5,2234.6,2169.7,2104.8,2241.2,2262.1,0.92,''
2024-01-01T08:30:00+01:00,PT15M,Offshore,Federal,Elia,2099.93,2125.8,2050.0,2176.5,2175.9,2068.4,2235.5,2170.1,1958.5,2233.7,2170.4,2100.6,2239.2,2262.1,0.93,''
2024-01-01T08:45:00+01:00,PT15M,Offshore,Federal,Elia,2100.48,2127.2,2046.3,2180.9,2174.6,2065.3,2235.0,2169.1,1938.1,2232.9,2171.1,2098.0,2237.3,2262.1,0.93,''
2024-01-01T09:00:00+01:00,PT15M,Offshore,Federal,Elia,2097.14,2112.1,2054.8,2159.0,2174.0,2062.5,2235.0,2167.4,1923.3,2231.7,2171.8,2097.0,2236.4,2262.1,0.93,''
2024-01-01T09:15:00+01:00,PT15M,Offshore,Federal,Elia,2097.21,2110.8,2043.8,2163.6,2171.4,2056.8,2234.1,2163.5,1912.4,2228.6,2172.1,2097.5,2236.5,2262.1,0.93,''
2024-01-01T09:30:00+01:00,PT15M,Offshore,Federal,Elia,2093.32,2109.2,2032.9,2167.1,2169.0,2051.4,2231.7,2159.6,1901.7,2226.0,2172.9,2098.2,2236.7,2262.1,0.93,''
2024-01-01T09:45:00+01:00,PT15M,Offshore,Federal,Elia,2097.54,2107.6,2025.6,2169.8,2166.2,2046.8,2229.9,2155.8,1897.6,2223.6,2173.5,2098.7,2237.0,2262.1,0.93,''
2024-01-01T10:00:00+01:00,PT15M,Offshore,Federal,Elia,2094.32,2097.8,2038.7,2147.6,2161.2,2040.2,2227.9,2148.4,1897.3,2218.8,2174.0,2099.2,2237.1,2262.1,0.93,''
2024-01-01T10:15:00+01:00,PT15M,Offshore,Federal,Elia,2100.27,2094.1,2026.0,2148.5,2157.5,2036.0,2226.7,2142.7,1905.5,2215.7,2174.4,2099.6,2237.3,2262.1,0.93,''
2024-01-01T10:30:00+01:00,PT15M,Offshore,Federal,Elia,2099.39,2090.2,2013.3,2149.1,2154.0,2031.6,2224.2,2137.1,1913.4,2213.2,2174.9,2100.3,2237.5,2262.1,0.93,''
2024-01-01T10:45:00+01:00,PT15M,Offshore,Federal,Elia,2084.65,2086.5,2003.0,2149.4,2150.4,2029.0,2222.2,2131.3,1916.8,2210.1,2175.4,2100.6,2237.5,2262.1,0.92,''
2024-01-01T11:00:00+01:00,PT15M,Offshore,Federal,Elia,2042.12,2078.1,1990.5,2145.0,2147.2,2028.1,2221.4,2124.5,1914.2,2206.4,2175.6,2101.1,2237.7,2262.1,0.9,''
2024-01-01T11:15:00+01:00,PT15M,Offshore,Federal,Elia,2044.62,2075.6,1986.0,2146.3,2143.5,2028.1,2221.5,2118.8,1907.8,2203.8,2176.3,2101.6,2237.9,2262.1,0.9,''
2024-01-01T11:30:00+01:00,PT15M,Offshore,Federal,Elia,2094.55,2074.3,1982.9,2147.9,2139.8,2028.2,2221.5,2113.1,1901.1,2201.5,2176.5,2101.9,2238.0,2262.1,0.93,''
2024-01-01T11:45:00+01:00,PT15M,Offshore,Federal,Elia,2093.8,2073.7,1980.0,2150.6,2136.1,2026.3,2221.5,2107.6,1904.5,2198.7,2177.2,2102.3,2238.2,2262.1,0.93,''
2024-01-01T12:00:00+01:00,PT15M,Offshore,Federal,Elia,2080.05,2090.5,2021.6,2153.2,2133.4,2023.4,2222.1,2102.4,1917.7,2196.0,2177.3,2102.8,2238.2,2262.1,0.92,''
2024-01-01T12:15:00+01:00,PT15M,Offshore,Federal,Elia,2100.82,2089.6,2010.7,2158.0,2128.6,2016.2,2220.2,2097.1,1940.1,2192.4,2177.6,2102.9,2238.4,2262.1,0.93,''
2024-01-01T12:30:00+01:00,PT15M,Offshore,Federal,Elia,2099.17,2089.0,2000.3,2163.5,2124.2,2009.5,2215.9,2092.2,1963.0,2189.3,2178.3,2103.5,2238.5,2262.1,0.93,''
2024-01-01T12:45:00+01:00,PT15M,Offshore,Federal,Elia,2097.09,2088.1,1988.7,2167.8,2119.1,2003.1,2211.6,2087.1,1974.4,2187.5,2178.9,2104.2,2238.7,2262.1,0.93,''
2024-01-01T13:00:00+01:00,PT15M,Offshore,Federal,Elia,2095.21,2106.9,2049.5,2169.2,2115.6,1998.1,2207.4,2085.4,1978.5,2190.0,2179.7,2104.9,2238.9,2262.1,0.93,''
2024-01-01T13:15:00+01:00,PT15M,Offshore,Federal,Elia,2094.69,2095.4,2031.0,2163.3,2106.7,1988.5,2199.8,2077.3,1965.3,2188.0,2180.6,2105.8,2239.2,2262.1,0.93,''
2024-01-01T13:30:00+01:00,PT15M,Offshore,Federal,Elia,2090.48,2084.0,2012.8,2157.7,2098.3,1979.3,2188.7,2069.2,1952.1,2184.1,2181.7,2106.9,2239.4,2262.1,0.92,''
2024-01-01T13:45:00+01:00,PT15M,Offshore,Federal,Elia,2097.19,2072.2,1985.4,2154.7,2089.6,1963.2,2180.4,2061.0,1928.7,2186.0,2182.7,2107.9,2239.7,2262.1,0.93,''
2024-01-01T14:00:00+01:00,PT15M,Offshore,Federal,Elia,2097.7,2069.0,1995.1,2156.4,2083.0,1943.3,2175.0,2058.5,1901.5,2198.6,2184.1,2109.3,2240.1,2262.1,0.93,''
2024-01-01T14:15:00+01:00,PT15M,Offshore,Federal,Elia,2084.93,2037.6,1944.8,2155.1,2064.5,1905.3,2158.8,2038.6,1846.8,2199.5,2185.0,2110.5,2240.3,2262.1,0.92,''
2024-01-01T14:30:00+01:00,PT15M,Offshore,Federal,Elia,2021.1,2006.2,1894.3,2151.9,2046.6,1868.0,2143.0,2018.7,1792.4,2198.1,2186.4,2111.6,2240.7,2262.1,0.89,''
2024-01-01T14:45:00+01:00,PT15M,Offshore,Federal,Elia,2002.42,1974.8,1849.8,2130.4,2028.2,1834.0,2131.5,1998.7,1757.7,2199.6,2187.2,2112.6,2240.9,2262.1,0.89,''
2024-01-01T15:00:00+01:00,PT15M,Offshore,Federal,Elia,1890.17,1893.7,1829.3,2047.1,2008.4,1802.5,2123.8,1956.6,1721.5,2188.1,2188.4,2113.9,2241.2,2262.1,0.84,''
2024-01-01T15:15:00+01:00,PT15M,Offshore,Federal,Elia,1721.63,1860.8,1770.3,2038.0,1964.3,1751.1,2097.0,1913.4,1703.9,2180.2,2189.4,2114.7,2241.4,2262.1,0.76,''
2024-01-01T15:30:00+01:00,PT15M,Offshore,Federal,Elia,1593.28,1834.5,1717.5,2041.8,1920.2,1699.4,2068.5,1870.1,1686.5,2162.5,2190.6,2115.8,2241.7,2262.1,0.7,''
2024-01-01T15:45:00+01:00,PT15M,Offshore,Federal,Elia,1552.88,1814.2,1678.2,2031.0,1876.2,1638.5,2045.5,1827.0,1659.6,2135.4,2191.6,2116.9,2242.0,2262.1,0.69,''
2024-01-01T16:00:00+01:00,PT15M,Offshore,Federal,Elia,1469.55,1795.7,1646.4,1982.6,1788.1,1527.5,1986.2,1771.3,1610.6,2091.2,2192.4,2117.7,2242.2,2262.1,0.65,''
2024-01-01T16:15:00+01:00,PT15M,Offshore,Federal,Elia,1253.38,1789.8,1628.6,1971.6,1725.2,1432.0,1954.0,1712.5,1545.8,2037.5,2193.3,2118.6,2242.5,2262.1,0.55,''
2024-01-01T16:30:00+01:00,PT15M,Offshore,Federal,Elia,1120.93,1795.3,1621.3,1975.7,1662.2,1336.6,1922.0,1654.0,1476.6,1983.6,2194.2,2119.5,2242.7,2262.1,0.5,''
2024-01-01T16:45:00+01:00,PT15M,Offshore,Federal,Elia,1105.93,1814.0,1627.0,1987.5,1599.1,1274.0,1870.4,1595.2,1418.9,1932.1,2195.0,2120.4,2242.9,2262.1,0.49,''
2024-01-01T17:00:00+01:00,PT15M,Offshore,Federal,Elia,1138.99,1726.8,1533.2,1924.3,1471.7,1176.2,1735.1,1441.1,1281.4,1786.8,2195.9,2121.2,2243.1,2262.1,0.5,''
2024-01-01T17:15:00+01:00,PT15M,Offshore,Federal,Elia,1185.61,1751.4,1564.4,1957.4,1428.4,1194.2,1668.7,1404.7,1276.9,1761.2,2196.5,2121.7,2243.3,2262.1,0.52,''
2024-01-01T17:30:00+01:00,PT15M,Offshore,Federal,Elia,1266.6,1762.6,1581.9,1976.9,1418.9,1246.2,1639.1,1404.7,1307.8,1772.3,2197.1,2122.4,2243.4,2262.1,0.56,''
2024-01-01T17:45:00+01:00,PT15M,Offshore,Federal,Elia,1598.3,1760.1,1587.2,1967.1,1433.9,1292.7,1632.8,1441.1,1373.2,1815.7,2197.9,2123.1,2243.6,2262.1,0.71,''
2024-01-01T18:00:00+01:00,PT15M,Offshore,Federal,Elia,1879.75,1463.0,1267.5,1674.8,1466.5,1344.1,1644.0,1493.5,1454.5,1871.4,2198.9,2124.2,2243.8,2262.1,0.83,''
2024-01-01T18:15:00+01:00,PT15M,Offshore,Federal,Elia,2044.61,1478.2,1285.4,1711.9,1474.1,1349.3,1635.7,1519.8,1507.1,1897.2,2199.1,2124.3,2243.8,2262.1,0.9,''
2024-01-01T18:30:00+01:00,PT15M,Offshore,Federal,Elia,1865.88,1497.4,1307.7,1754.5,1490.8,1350.2,1649.7,1527.1,1526.9,1904.0,2199.3,2124.4,2243.8,2262.1,0.82,''
2024-01-01T18:45:00+01:00,PT15M,Offshore,Federal,Elia,1845.69,1520.1,1340.7,1794.0,1517.0,1364.7,1672.4,1515.9,1515.9,1885.7,2199.3,2124.5,2243.8,2262.1,0.82,''
2024-01-01T19:00:00+01:00,PT15M,Offshore,Federal,Elia,1876.11,1457.3,1303.3,1638.2,1566.0,1405.6,1716.9,1507.7,1507.7,1864.9,2199.3,2124.5,2243.8,2262.1,0.83,''
2024-01-01T19:15:00+01:00,PT15M,Offshore,Federal,Elia,1832.91,1480.6,1314.4,1686.9,1595.2,1430.3,1746.2,1506.2,1506.2,1844.5,2199.3,2124.6,2243.8,2262.1,0.81,''
2024-01-01T19:30:00+01:00,PT15M,Offshore,Federal,Elia,1823.26,1502.4,1323.9,1736.7,1595.2,1411.9,1756.5,1492.4,1492.0,1811.8,2199.3,2124.6,2243.8,2262.1,0.81,''
2024-01-01T19:45:00+01:00,PT15M,Offshore,Federal,Elia,1425.69,1529.2,1345.0,1764.5,1566.0,1369.5,1739.9,1464.2,1458.0,1768.3,2199.3,2124.5,2243.8,2262.1,0.63,''
2024-01-01T20:00:00+01:00,PT15M,Offshore,Federal,Elia,1118.8,2094.9,2040.3,2176.3,1479.5,1289.0,1672.5,1404.0,1388.8,1697.2,2198.1,2123.4,2243.5,2262.1,0.49,''
2024-01-01T20:15:00+01:00,PT15M,Offshore,Federal,Elia,1132.66,2098.5,2034.4,2183.2,1448.1,1279.8,1685.8,1366.7,1317.1,1652.2,2197.4,2122.9,2243.4,2262.1,0.5,''
2024-01-01T20:30:00+01:00,PT15M,Offshore,Federal,Elia,1503.41,2099.3,2025.8,2188.1,1420.7,1261.3,1731.5,1354.0,1226.3,1631.9,2197.1,2122.3,2243.3,2262.1,0.66,''
2024-01-01T20:45:00+01:00,PT15M,Offshore,Federal,Elia,1732.16,2097.7,2017.8,2187.7,1397.1,1233.1,1747.9,1366.1,1189.3,1649.4,2196.6,2121.8,2243.2,2262.1,0.77,''
2024-01-01T21:00:00+01:00,PT15M,Offshore,Federal,Elia,1922.12,1942.0,1878.3,2114.6,1372.8,1192.5,1730.2,1495.6,1299.7,1797.2,2195.8,2121.1,2243.1,2262.1,0.85,''
2024-01-01T21:15:00+01:00,PT15M,Offshore,Federal,Elia,1982.76,1964.9,1886.2,2134.7,1354.0,1151.7,1684.7,1504.3,1316.0,1837.1,2195.2,2120.4,2242.9,2262.1,0.88,''
2024-01-01T21:30:00+01:00,PT15M,Offshore,Federal,Elia,2086.06,1987.8,1892.9,2148.9,1350.9,1115.7,1654.9,1527.1,1344.5,1891.3,2194.1,2119.6,2242.7,2262.1,0.92,''
2024-01-01T21:45:00+01:00,PT15M,Offshore,Federal,Elia,1977.16,2010.6,1907.8,2157.1,1367.0,1097.3,1657.0,1570.6,1378.1,1939.2,2193.5,2118.9,2242.6,2262.1,0.87,''
2024-01-01T22:00:00+01:00,PT15M,Offshore,Federal,Elia,2072.26,1635.5,1425.7,1854.5,1416.6,1112.0,1694.2,1608.5,1387.6,1955.5,2192.6,2118.0,2242.4,2262.1,0.92,''
2024-01-01T22:15:00+01:00,PT15M,Offshore,Federal,Elia,2020.48,1676.7,1486.6,1900.0,1443.0,1064.6,1697.5,1655.8,1362.0,1954.5,2191.9,2117.1,2242.1,2262.1,0.89,''
2024-01-01T22:30:00+01:00,PT15M,Offshore,Federal,Elia,1966.51,1716.7,1546.5,1944.4,1476.6,1017.5,1708.1,1702.9,1333.5,1953.1,2191.1,2116.2,2242.0,2262.1,0.87,''
2024-01-01T22:45:00+01:00,PT15M,Offshore,Federal,Elia,1954.96,1757.8,1589.7,1978.0,1517.1,1001.9,1730.0,1750.2,1354.7,1965.5,2190.1,2115.3,2241.7,2262.1,0.86,''
2024-01-01T23:00:00+01:00,PT15M,Offshore,Federal,Elia,2078.92,2148.0,2089.0,2186.0,1588.1,1041.4,1787.8,1857.7,1486.1,2047.7,2188.6,2113.9,2241.4,2262.1,0.92,''
2024-01-01T23:15:00+01:00,PT15M,Offshore,Federal,Elia,2095.79,2153.4,2085.7,2196.6,1623.4,1069.8,1819.7,1887.5,1589.5,2071.7,2188.0,2113.3,2241.3,2262.1,0.93,''
2024-01-01T23:30:00+01:00,PT15M,Offshore,Federal,Elia,2042.12,2158.9,2081.9,2206.6,1658.8,1098.3,1864.0,1917.1,1692.8,2095.4,2187.5,2112.8,2241.1,2262.1,0.9,''
2024-01-01T23:45:00+01:00,PT15M,Offshore,Federal,Elia,1943.33,2164.7,2082.1,2213.0,1694.0,1131.0,1898.4,1947.0,1759.4,2120.2,2187.1,2112.4,2241.0,2262.1,0.86,''
2024-01-02T00:00:00+01:00,PT15M,Offshore,Federal,Elia,2065.81,2157.4,2100.6,2192.4,2129.7,1954.2,2213.1,2142.1,2016.4,2221.5,2154.6,1857.4,2244.8,2262.1,0.91,''
2024-01-02T00:15:00+01:00,PT15M,Offshore,Federal,Elia,2068.56,2162.9,2099.4,2201.4,2137.0,1968.6,2215.5,2148.2,2025.2,2223.6,2154.7,1888.5,2243.3,2262.1,0.91,''
2024-01-02T00:30:00+01:00,PT15M,Offshore,Federal,Elia,2015.69,2168.4,2098.0,2210.5,2144.5,1983.3,2218.1,2154.4,2033.7,2226.1,2154.3,1919.4,2239.8,2262.1,0.89,''
2024-01-02T00:45:00+01:00,PT15M,Offshore,Federal,Elia,1996.49,2173.9,2099.7,2217.6,2151.6,1987.0,2221.4,2160.5,2040.0,2226.0,2154.3,1936.0,2235.1,2262.1,0.88,''
2024-01-02T01:00:00+01:00,PT15M,Offshore,Federal,Elia,1970.63,2157.4,2104.2,2193.7,2159.5,1980.5,2226.0,2164.0,2041.7,2225.5,2153.5,1937.8,2230.1,2262.1,0.87,''
2024-01-02T01:15:00+01:00,PT15M,Offshore,Federal,Elia,1931.13,2160.3,2099.6,2200.7,2161.3,1957.5,2227.1,2166.5,2039.4,2225.0,2153.0,1925.4,2229.4,2262.1,0.85,''
2024-01-02T01:30:00+01:00,PT15M,Offshore,Federal,Elia,1878.64,2162.4,2094.1,2207.2,2162.3,1934.1,2227.8,2167.7,2035.9,2222.6,2151.9,1912.5,2227.8,2262.1,0.83,''
2024-01-02T01:45:00+01:00,PT15M,Offshore,Federal,Elia,1927.47,2164.5,2092.0,2211.5,2163.9,1916.9,2229.0,2168.1,2031.2,2220.8,2150.7,1904.0,2226.1,2262.1,0.85,''
2024-01-02T02:00:00+01:00,PT15M,Offshore,Federal,Elia,1911.34,2143.3,2087.7,2183.0,2163.8,1904.1,2229.0,2166.7,2023.8,2220.0,2148.9,1900.3,2225.2,2262.1,0.84,''
2024-01-02T02:15:00+01:00,PT15M,Offshore,Federal,Elia,1883.17,2146.7,2083.6,2190.6,2165.3,1899.1,2230.2,2167.2,2018.3,2222.9,2147.5,1901.3,2224.5,2262.1,0.83,''
2024-01-02T02:30:00+01:00,PT15M,Offshore,Federal,Elia,1892.69,2150.4,2079.7,2198.0,2167.1,1894.1,2231.2,2168.9,2013.6,2225.5,2146.0,1902.3,2223.9,2262.1,0.84,''
2024-01-02T02:45:00+01:00,PT15M,Offshore,Federal,Elia,1887.32,2154.3,2079.3,2204.3,2168.6,1893.8,2231.7,2171.1,2010.4,2227.7,2144.4,1906.8,2223.0,2262.1,0.83,''
2024-01-02T03:00:00+01:00,PT15M,Offshore,Federal,Elia,1958.77,2130.5,2077.1,2170.3,2174.7,1903.2,2235.2,2176.5,2010.5,2230.8,2142.7,1914.7,2221.3,2262.1,0.87,''
2024-01-02T03:15:00+01:00,PT15M,Offshore,Federal,Elia,1969.98,2134.1,2072.9,2178.2,2176.3,1912.8,2235.7,2177.9,2006.7,2232.4,2140.7,1926.3,2219.3,2262.1,0.87,''
2024-01-02T03:30:00+01:00,PT15M,Offshore,Federal,Elia,1969.45,2137.9,2069.0,2185.2,2177.6,1922.0,2235.7,2178.9,2003.1,2233.9,2139.0,1937.9,2217.3,2262.1,0.87,''
2024-01-02T03:45:00+01:00,PT15M,Offshore,Federal,Elia,1957.81,2141.4,2068.5,2191.7,2179.3,1930.4,2236.5,2180.5,1998.7,2235.6,2137.2,1943.3,2215.8,2262.1,0.87,''
2024-01-02T04:00:00+01:00,PT15M,Offshore,Federal,Elia,1972.03,2127.2,2072.2,2168.2,2182.8,1938.9,2239.5,2182.6,1992.8,2238.1,2135.4,1942.6,2215.5,2262.1,0.87,''
2024-01-02T04:15:00+01:00,PT15M,Offshore,Federal,Elia,1968.75,2130.1,2066.7,2174.3,2184.3,1944.6,2240.4,2184.1,1985.0,2239.9,2133.4,1935.4,2216.0,2262.1,0.87,''
2024-01-02T04:30:00+01:00,PT15M,Offshore,Federal,Elia,1972.6,2132.9,2061.1,2180.4,2184.7,1948.4,2240.9,2184.3,1976.1,2240.7,2131.5,1928.4,2215.8,2262.1,0.87,''
2024-01-02T04:45:00+01:00,PT15M,Offshore,Federal,Elia,1973.51,2135.3,2058.9,2185.7,2183.8,1960.1,2240.4,2183.3,1968.2,2241.6,2129.4,1929.5,2216.4,2262.1,0.87,''
2024-01-02T05:00:00+01:00,PT15M,Offshore,Federal,Elia,2059.03,2116.9,2059.7,2159.0,2182.4,1979.4,2239.8,2181.4,1961.5,2241.8,2127.5,1939.3,2218.1,2262.1,0.91,''
2024-01-02T05:15:00+01:00,PT15M,Offshore,Federal,Elia,2093.3,2118.0,2051.5,2164.3,2180.8,2007.4,2239.2,2178.3,1955.5,2242.2,2125.0,1957.1,2220.7,2262.1,0.93,''
2024-01-02T05:30:00+01:00,PT15M,Offshore,Federal,Elia,2087.54,2118.3,2042.6,2169.1,2179.2,2035.2,2238.7,2174.9,1949.3,2242.6,2122.5,1974.7,2221.3,2262.1,0.92,''
2024-01-02T05:45:00+01:00,PT15M,Offshore,Federal,Elia,2065.81,2118.7,2037.3,2173.0,2177.0,2052.2,2237.5,2171.2,1947.5,2242.1,2120.1,1984.1,2220.1,2262.1,0.91,''
2024-01-02T06:00:00+01:00,PT15M,Offshore,Federal,Elia,1991.45,2102.5,2045.2,2149.5,2172.9,2056.8,2234.7,2159.9,1942.8,2237.2,2103.5,1971.1,2207.7,2262.1,0.88,''
2024-01-02T06:15:00+01:00,PT15M,Offshore,Federal,Elia,1995.67,2100.0,2033.2,2152.8,2168.6,2051.1,2231.0,2155.5,1949.2,2233.3,2103.5,1966.1,2205.6,2262.1,0.88,''
2024-01-02T06:30:00+01:00,PT15M,Offshore,Federal,Elia,2062.92,2097.2,2021.0,2155.1,2164.6,2045.5,2227.0,2151.9,1956.4,2230.0,2103.5,1961.2,2203.6,2262.1,0.91,''
2024-01-02T06:45:00+01:00,PT15M,Offshore,Federal,Elia,2049.43,2093.9,2012.0,2156.0,2160.5,2042.2,2223.7,2147.5,1962.5,2226.0,2103.2,1960.2,2202.7,2262.1,0.91,''
