datetime,qualitystatus,resolutioncode,netregulationvolume,systemimbalance,alpha,marginalincrementalprice,marginaldecrementalprice,strategicreserveprice,positiveimbalanceprice,negativeimbalanceprice
2024-02-11T00:45:00+00:00,Validated,PT15M,46.725,-61.923,0.0,91.9,-542.83,,91.9,91.9
2024-02-11T01:00:00+00:00,Validated,PT15M,-47.651,26.858,0.0,93.04,-206.81,,-206.81,-206.81
2024-02-11T01:15:00+00:00,Validated,PT15M,-73.304,97.061,0.0,95.0,-420.23,,-420.23,-420.23
2024-02-11T01:30:00+00:00,Validated,PT15M,-198.963,273.419,0.0,95.0,-529.75,,-529.75,-529.75
2024-02-11T01:45:00+00:00,Validated,PT15M,-281.481,354.67,0.0,95.0,-586.0,,-586.0,-586.0
2024-02-11T02:00:00+00:00,Validated,PT15M,-274.928,225.818,0.0,96.86,-538.17,,-538.17,-538.17
2024-02-11T02:15:00+00:00,Validated,PT15M,-234.388,212.273,0.0,90.0,-250.0,,-250.0,-250.0
2024-02-11T02:30:00+00:00,Validated,PT15M,-298.445,300.242,0.0,94.75,-459.6,,-459.6,-459.6
2024-02-11T02:45:00+00:00,Validated,PT15M,-28.789,-10.29,0.0,105.28,-175.0,,105.28,105.28
2024-02-11T03:00:00+00:00,Validated,PT15M,30.091,-57.195,0.0,93.96,-257.8,,93.96,93.96
2024-02-11T03:15:00+00:00,Validated,PT15M,-68.705,51.993,0.0,90.5,-210.53,,-210.53,-210.53
2024-02-11T03:30:00+00:00,Validated,PT15M,-37.256,5.701,0.0,94.24,-340.18,,-340.18,-340.18
2024-02-11T03:45:00+00:00,Validated,PT15M,45.867,-75.304,0.0,90.91,-18.02,,90.91,90.91
2024-02-11T04:00:00+00:00,Validated,PT15M,87.047,-133.371,0.0,91.4,5.0,,91.4,91.4
2024-02-11T04:15:00+00:00,Validated,PT15M,197.553,-234.566,3.28,120.92,-483.11,,124.2,124.2
2024-02-11T04:30:00+00:00,Validated,PT15M,252.693,-276.988,8.39,225.0,-428.62,,233.39,233.39
2024-02-11T04:45:00+00:00,Validated,PT15M,223.407,-244.073,9.0,225.0,-49.26,,234.0,234.0
2024-02-11T05:00:00+00:00,Validated,PT15M,238.459,-271.178,9.86,93.2,-258.41,,103.06,103.06
2024-02-11T05:15:00+00:00,Validated,PT15M,209.434,-237.584,9.4,91.23,5.0,,100.63,100.63
2024-02-11T05:30:00+00:00,Validated,PT15M,294.654,-352.573,16.89,106.39,-534.4,,123.28,123.28
2024-02-11T05:45:00+00:00,Validated,PT15M,228.3,-232.598,14.27,225.0,-400.91,,239.27,239.27
2024-02-11T06:00:00+00:00,Validated,PT15M,56.206,-31.619,0.0,225.0,-523.97,,225.0,225.0
2024-02-11T06:15:00+00:00,Validated,PT15M,99.233,-130.546,0.0,95.0,-422.49,,95.0,95.0
2024-02-11T06:30:00+00:00,Validated,PT15M,115.806,-137.753,0.0,95.1,-396.47,,95.1,95.1
2024-02-11T06:45:00+00:00,Validated,PT15M,135.714,-156.464,1.88,90.58,-1.0,,92.45,92.45
2024-02-11T07:00:00+00:00,Validated,PT15M,42.748,-63.08,0.0,94.94,-302.78,,94.94,94.94
2024-02-11T07:15:00+00:00,Validated,PT15M,20.018,-46.453,0.0,94.25,-67.51,,94.25,94.25
2024-02-11T07:30:00+00:00,Validated,PT15M,62.839,-83.731,0.0,90.0,0.75,,90.0,90.0
2024-02-11T07:45:00+00:00,Validated,PT15M,92.996,-142.879,0.0,93.68,-438.48,,93.68,93.68
2024-02-11T08:00:00+00:00,Validated,PT15M,28.111,-65.71,0.0,92.92,-508.44,,92.92,92.92
2024-02-11T08:15:00+00:00,Validated,PT15M,14.048,-53.494,0.0,91.02,-348.79,,91.02,91.02
2024-02-11T08:30:00+00:00,Validated,PT15M,-22.057,-15.395,0.0,92.03,-220.19,,92.03,92.03
2024-02-11T08:45:00+00:00,Validated,PT15M,31.047,-59.966,0.0,92.52,-469.06,,92.52,92.52
2024-02-11T09:00:00+00:00,Validated,PT15M,10.244,-49.106,0.0,149.8,-564.28,,149.8,149.8
2024-02-11T09:15:00+00:00,Validated,PT15M,1.353,-40.366,0.0,93.33,-419.0,,93.33,93.33
2024-02-11T09:30:00+00:00,Validated,PT15M,-81.803,55.41,0.0,92.14,-319.91,,-319.91,-319.91
2024-02-11T09:45:00+00:00,Validated,PT15M,-86.441,83.69,0.0,94.97,-284.07,,-284.07,-284.07
2024-02-11T10:00:00+00:00,Validated,PT15M,70.057,-86.427,0.0,104.0,-468.17,,104.0,104.0
2024-02-11T10:15:00+00:00,Validated,PT15M,43.683,-42.649,0.0,94.93,-338.66,,94.93,94.93
2024-02-11T10:30:00+00:00,Validated,PT15M,9.405,-5.295,0.0,94.96,-389.21,,94.96,94.96
2024-02-11T10:45:00+00:00,Validated,PT15M,136.609,-156.573,0.68,94.83,-46.8,,95.51,95.51
2024-02-11T11:00:00+00:00,Validated,PT15M,29.986,-46.206,0.0,112.05,-283.91,,112.05,112.05
2024-02-11T11:15:00+00:00,Validated,PT15M,54.455,-78.455,0.0,91.39,-309.16,,91.39,91.39
2024-02-11T11:30:00+00:00,Validated,PT15M,35.133,-37.059,0.0,93.21,-432.76,,93.21,93.21
2024-02-11T11:45:00+00:00,Validated,PT15M,135.556,-156.427,0.87,91.34,-251.95,,92.21,92.21
2024-02-11T12:00:00+00:00,Validated,PT15M,89.585,-118.73,0.0,92.72,-249.48,,92.72,92.72
2024-02-11T12:15:00+00:00,Validated,PT15M,212.122,-229.426,2.83,90.16,-249.44,,92.99,92.99
2024-02-11T12:30:00+00:00,Validated,PT15M,89.573,-103.49,0.0,213.99,-258.98,,213.99,213.99
2024-02-11T12:45:00+00:00,Validated,PT15M,99.19,-117.698,0.0,94.71,-269.87,,94.71,94.71
2024-02-11T13:00:00+00:00,Validated,PT15M,18.638,-49.149,0.0,94.97,-264.61,,94.97,94.97
2024-02-11T13:15:00+00:00,Validated,PT15M,47.555,-72.718,0.0,94.74,-29.34,,94.74,94.74
2024-02-11T13:30:00+00:00,Validated,PT15M,210.709,-238.292,2.13,94.86,12.21,,97.0,97.0
2024-02-11T13:45:00+00:00,Validated,PT15M,137.2,-103.355,0.0,213.99,-363.52,,213.99,213.99
2024-02-11T14:00:00+00:00,Validated,PT15M,26.478,-41.102,0.0,93.12,-438.14,,93.12,93.12
2024-02-11T14:15:00+00:00,Validated,PT15M,6.246,-18.411,0.0,93.83,-448.71,,93.83,93.83
2024-02-11T14:30:00+00:00,Validated,PT15M,121.437,-148.367,0.0,92.05,-249.39,,92.05,92.05
2024-02-11T14:45:00+00:00,Validated,PT15M,180.313,-205.053,2.94,95.09,-285.18,,98.03,98.03
2024-02-11T15:00:00+00:00,Validated,PT15M,-158.068,227.49,0.0,94.21,-278.95,,-278.95,-278.95
2024-02-11T15:15:00+00:00,Validated,PT15M,-59.659,-48.858,0.0,176.44,0.0,,176.44,176.44
2024-02-11T15:30:00+00:00,Validated,PT15M,63.884,-154.91,0.94,152.2,27.0,,153.14,153.14
2024-02-11T15:45:00+00:00,Validated,PT15M,47.896,-116.416,0.0,150.58,27.0,,150.58,150.58
2024-02-11T16:00:00+00:00,Validated,PT15M,-12.23,14.053,0.0,112.99,-274.84,,-274.84,-274.84
2024-02-11T16:15:00+00:00,Validated,PT15M,46.684,-84.344,0.0,94.95,31.89,,94.95,94.95
2024-02-11T16:30:00+00:00,Validated,PT15M,42.893,-173.2,1.42,192.36,31.48,,193.78,193.78
2024-02-11T16:45:00+00:00,Validated,PT15M,127.032,-171.85,2.6,211.84,32.0,,214.43,214.43
2024-02-11T17:00:00+00:00,Validated,PT15M,171.213,-242.339,4.65,142.86,-0.27,,147.52,147.52
2024-02-11T17:15:00+00:00,Validated,PT15M,110.085,-166.538,3.74,232.68,-304.23,,236.42,236.42
2024-02-11T17:30:00+00:00,Validated,PT15M,70.623,-112.085,0.0,225.0,24.58,,225.0,225.0
2024-02-11T17:45:00+00:00,Validated,PT15M,125.076,-178.771,1.83,119.44,-230.35,,121.27,121.27
2024-02-11T18:00:00+00:00,Validated,PT15M,97.253,-144.754,0.0,225.0,-158.08,,225.0,225.0
2024-02-11T18:15:00+00:00,Validated,PT15M,7.602,-34.501,0.0,94.95,25.0,,94.95,94.95
2024-02-11T18:30:00+00:00,Validated,PT15M,103.343,-134.24,0.0,94.98,-35.48,,94.98,94.98
2024-02-11T18:45:00+00:00,Validated,PT15M,45.245,-78.307,0.0,115.83,-170.21,,115.83,115.83
2024-02-11T19:00:00+00:00,Validated,PT15M,48.025,-127.048,0.0,194.69,-161.87,,194.69,194.69
2024-02-11T19:15:00+00:00,Validated,PT15M,41.173,-87.906,0.0,95.08,5.48,,95.08,95.08
2024-02-11T19:30:00+00:00,Validated,PT15M,70.197,-119.572,0.0,182.49,-305.12,,182.49,182.49
2024-02-11T19:45:00+00:00,Validated,PT15M,122.77,-172.071,1.84,177.05,-260.89,,178.89,178.89
2024-02-11T20:00:00+00:00,Validated,PT15M,119.749,-151.023,2.34,197.84,-64.72,,200.18,200.18
2024-02-11T20:15:00+00:00,Validated,PT15M,100.617,-179.417,2.42,204.39,-297.99,,206.81,206.81
2024-02-11T20:30:00+00:00,Validated,PT15M,139.96,-185.334,3.21,197.84,-280.66,,201.05,201.05
2024-02-11T20:45:00+00:00,Validated,PT15M,252.478,-285.016,7.08,185.0,-157.06,,192.08,192.08
2024-02-11T21:00:00+00:00,Validated,PT15M,86.683,-105.391,0.0,185.0,-4.09,,185.0,185.0
2024-02-11T21:15:00+00:00,Validated,PT15M,108.997,-141.065,0.0,185.0,25.0,,185.0,185.0
2024-02-11T21:30:00+00:00,Validated,PT15M,164.913,-189.695,2.48,185.0,-16.35,,187.48,187.48
2024-02-11T21:45:00+00:00,Validated,PT15M,91.515,-93.911,0.0,185.0,9.85,,185.0,185.0
2024-02-11T22:00:00+00:00,Validated,PT15M,141.255,-157.12,1.35,185.0,-99.1,,186.35,186.35
2024-02-11T22:15:00+00:00,Validated,PT15M,7.613,-6.332,0.0,185.0,-40.41,,185.0,185.0
2024-02-11T22:30:00+00:00,Validated,PT15M,56.33,-125.182,0.0,129.18,-38.11,,129.18,129.18
2024-02-11T22:45:00+00:00,Validated,PT15M,226.777,-243.543,3.3,105.08,-126.08,,108.38,108.38
2024-02-11T23:00:00+00:00,Validated,PT15M,330.497,-371.379,17.57,225.0,-343.46,,242.57,242.57
2024-02-11T23:15:00+00:00,Validated,PT15M,168.554,-163.677,9.7,229.68,-37.67,,239.38,239.38
2024-02-11T23:30:00+00:00,Validated,PT15M,104.465,-67.588,0.0,225.0,-344.91,,225.0,225.0
2024-02-11T23:45:00+00:00,Validated,PT15M,79.35,-52.063,0.0,225.0,-445.72,,225.0,225.0
2024-02-12T00:00:00+00:00,Validated,PT15M,59.814,-61.409,0.0,95.0,-339.76,,95.0,95.0
2024-02-12T00:15:00+00:00,Validated,PT15M,-23.851,8.057,0.0,225.0,-54.87,,-54.87,-54.87
2024-02-12T00:30:00+00:00,Validated,PT15M,11.858,-27.142,0.0,90.68,10.56,,90.68,90.68
2024-02-12T00:45:00+00:00,Validated,PT15M,256.823,-277.445,2.03,91.71,-53.57,,93.74,93.74
2024-02-12T01:00:00+00:00,Validated,PT15M,211.306,-385.402,27.78,148.13,-47.65,,175.92,175.92
2024-02-12T01:15:00+00:00,Validated,PT15M,295.096,-305.826,29.25,225.0,-476.05,,254.25,254.25
2024-02-12T01:30:00+00:00,Validated,PT15M,172.642,-172.247,6.56,225.0,-311.44,,231.56,231.56
2024-02-12T01:45:00+00:00,Validated,PT15M,70.389,-77.965,0.0,225.0,-382.24,,225.0,225.0
2024-02-12T02:00:00+00:00,Validated,PT15M,73.416,-94.359,0.0,101.53,-460.68,,101.53,101.53
2024-02-12T02:15:00+00:00,Validated,PT15M,-0.982,-27.432,0.0,95.0,-165.46,,95.0,95.0
2024-02-12T02:30:00+00:00,Validated,PT15M,-32.355,15.412,0.0,91.25,25.0,,25.0,25.0
2024-02-12T02:45:00+00:00,Validated,PT15M,2.486,-84.405,0.0,114.94,23.89,,114.94,114.94
2024-02-12T03:00:00+00:00,Validated,PT15M,41.483,-49.922,0.0,134.29,-406.5,,134.29,134.29
2024-02-12T03:15:00+00:00,Validated,PT15M,33.203,-66.73,0.0,95.0,25.0,,95.0,95.0
2024-02-12T03:30:00+00:00,Validated,PT15M,14.935,-51.082,0.0,95.0,25.0,,95.0,95.0
2024-02-12T03:45:00+00:00,Validated,PT15M,37.778,-64.592,0.0,95.0,12.95,,95.0,95.0
2024-02-12T04:00:00+00:00,Validated,PT15M,21.471,-14.731,0.0,95.0,-159.45,,95.0,95.0
2024-02-12T04:15:00+00:00,Validated,PT15M,78.555,-86.785,0.0,95.0,-287.85,,95.0,95.0
2024-02-12T04:30:00+00:00,Validated,PT15M,30.379,-55.579,0.0,95.0,15.43,,95.0,95.0
2024-02-12T04:45:00+00:00,Validated,PT15M,105.182,-130.02,0.0,93.42,-299.51,,93.42,93.42
2024-02-12T05:00:00+00:00,Validated,PT15M,157.307,-164.222,1.88,90.0,-300.35,,91.88,91.88
2024-02-12T05:15:00+00:00,Validated,PT15M,210.903,-218.824,3.68,90.0,-299.28,,93.68,93.68
2024-02-12T05:30:00+00:00,Validated,PT15M,33.481,-27.831,0.0,225.0,-266.72,,225.0,225.0
2024-02-12T05:45:00+00:00,Validated,PT15M,9.091,-23.437,0.0,225.0,15.99,,225.0,225.0
2024-02-12T06:00:00+00:00,Validated,PT15M,3.495,17.993,0.0,95.0,-458.6,,-458.6,-458.6
2024-02-12T06:15:00+00:00,Validated,PT15M,32.342,-1.692,0.0,95.0,-394.3,,95.0,95.0
2024-02-12T06:30:00+00:00,Validated,PT15M,36.674,-24.279,0.0,92.16,-514.06,,92.16,92.16
2024-02-12T06:45:00+00:00,Validated,PT15M,15.272,-13.178,0.0,92.27,-414.63,,92.27,92.27
2024-02-12T07:00:00+00:00,Validated,PT15M,83.707,-50.344,0.0,101.28,-560.82,,101.28,101.28
2024-02-12T07:15:00+00:00,Validated,PT15M,52.873,-51.061,0.0,100.79,-515.77,,100.79,100.79
2024-02-12T07:30:00+00:00,Validated,PT15M,54.767,-54.194,0.0,90.99,-429.84,,90.99,90.99
2024-02-12T07:45:00+00:00,Validated,PT15M,68.808,-69.029,0.0,90.67,-396.63,,90.67,90.67
2024-02-12T08:00:00+00:00,Validated,PT15M,75.753,-79.743,0.0,111.24,-513.5,,111.24,111.24
2024-02-12T08:15:00+00:00,Validated,PT15M,17.674,-15.146,0.0,92.6,-508.19,,92.6,92.6
2024-02-12T08:30:00+00:00,Validated,PT15M,0.708,18.182,0.0,94.24,-477.78,,-477.78,-477.78
2024-02-12T08:45:00+00:00,Validated,PT15M,-28.339,48.698,0.0,92.55,-369.39,,-369.39,-369.39
2024-02-12T09:00:00+00:00,Validated,PT15M,109.922,-147.154,0.0,96.45,-281.32,,96.45,96.45
2024-02-12T09:15:00+00:00,Validated,PT15M,199.596,-219.08,2.93,219.3,-268.58,,222.23,222.23
2024-02-12T09:30:00+00:00,Validated,PT15M,55.446,-43.882,0.0,219.3,-409.29,,219.3,219.3
2024-02-12T09:45:00+00:00,Validated,PT15M,19.369,-17.493,0.0,93.53,-491.81,,93.53,93.53
2024-02-12T10:00:00+00:00,Validated,PT15M,178.431,-193.18,0.99,93.77,-461.89,,94.76,94.76
2024-02-12T10:15:00+00:00,Validated,PT15M,157.064,-181.259,3.12,219.3,-352.17,,222.42,222.42
2024-02-12T10:30:00+00:00,Validated,PT15M,55.867,-56.062,0.0,91.56,-403.62,,91.56,91.56
2024-02-12T10:45:00+00:00,Validated,PT15M,73.697,-79.008,0.0,219.3,-90.01,,219.3,219.3
2024-02-12T11:00:00+00:00,Validated,PT15M,-111.417,122.728,0.0,94.94,-204.53,,-204.53,-204.53
2024-02-12T11:15:00+00:00,Validated,PT15M,-103.975,125.144,0.0,94.88,-320.33,,-320.33,-320.33
2024-02-12T11:30:00+00:00,Validated,PT15M,62.586,-68.942,0.0,94.82,-21.24,,94.82,94.82
2024-02-12T11:45:00+00:00,Validated,PT15M,20.632,-20.616,0.0,94.76,-30.26,,94.76,94.76
2024-02-12T12:00:00+00:00,Validated,PT15M,80.568,-91.742,0.0,93.51,-340.07,,93.51,93.51
2024-02-12T12:15:00+00:00,Validated,PT15M,54.664,-78.744,0.0,93.94,-260.85,,93.94,93.94
2024-02-12T12:30:00+00:00,Validated,PT15M,19.732,-3.566,0.0,93.36,-519.44,,93.36,93.36
2024-02-12T12:45:00+00:00,Validated,PT15M,-32.369,20.611,0.0,92.77,-514.66,,-514.66,-514.66
2024-02-12T13:00:00+00:00,Validated,PT15M,11.506,-12.97,0.0,94.38,-258.94,,94.38,94.38
2024-02-12T13:15:00+00:00,Validated,PT15M,-27.312,10.782,0.0,94.96,-158.22,,-158.22,-158.22
2024-02-12T13:30:00+00:00,Validated,PT15M,-79.699,79.772,0.0,94.85,-117.34,,-117.34,-117.34
2024-02-12T13:45:00+00:00,Validated,PT15M,-14.106,14.567,0.0,94.96,-291.92,,-291.92,-291.92
2024-02-12T14:00:00+00:00,Validated,PT15M,38.158,-31.768,0.0,94.92,-194.71,,94.92,94.92
2024-02-12T14:15:00+00:00,Validated,PT15M,50.0,-60.928,0.0,90.15,-251.54,,90.15,90.15
2024-02-12T14:30:00+00:00,Validated,PT15M,-2.768,-12.68,0.0,93.11,-255.91,,93.11,93.11
2024-02-12T14:45:00+00:00,Validated,PT15M,-37.793,44.639,0.0,90.6,-456.68,,-456.68,-456.68
2024-02-12T15:00:00+00:00,Validated,PT15M,-104.155,266.012,0.0,93.99,-577.58,,-577.58,-577.58
2024-02-12T15:15:00+00:00,Validated,PT15M,35.053,-60.431,0.0,91.68,-251.25,,91.68,91.68
2024-02-12T15:30:00+00:00,Validated,PT15M,-10.898,-20.349,0.0,93.18,-258.57,,93.18,93.18
2024-02-12T15:45:00+00:00,Validated,PT15M,31.55,-54.626,0.0,94.86,12.74,,94.86,94.86
2024-02-12T16:00:00+00:00,Validated,PT15M,-6.232,57.496,0.0,94.98,-481.32,,-481.32,-481.32
2024-02-12T16:15:00+00:00,Validated,PT15M,114.1,-154.797,1.0,94.97,-40.41,,95.98,95.98
2024-02-12T16:30:00+00:00,Validated,PT15M,81.445,-177.438,2.51,96.82,-273.26,,99.32,99.32
2024-02-12T16:45:00+00:00,Validated,PT15M,187.317,-255.463,5.11,209.15,-466.78,,214.26,214.26
2024-02-12T17:00:00+00:00,Validated,PT15M,46.288,-77.482,0.0,94.99,-251.36,,94.99,94.99
2024-02-12T17:15:00+00:00,Validated,PT15M,45.315,-74.245,0.0,209.15,-251.15,,209.15,209.15
2024-02-12T17:30:00+00:00,Validated,PT15M,35.817,-83.261,0.0,98.32,22.75,,98.32,98.32
2024-02-12T17:45:00+00:00,Validated,PT15M,35.963,-69.979,0.0,96.0,25.0,,96.0,96.0
2024-02-12T18:00:00+00:00,Validated,PT15M,45.85,-88.65,0.0,100.07,-215.87,,100.07,100.07
2024-02-12T18:15:00+00:00,Validated,PT15M,10.005,-50.603,0.0,99.78,-151.12,,99.78,99.78
2024-02-12T18:30:00+00:00,Validated,PT15M,35.639,-45.802,0.0,95.0,24.38,,95.0,95.0
2024-02-12T18:45:00+00:00,Validated,PT15M,55.863,-47.29,0.0,95.0,5.41,,95.0,95.0
2024-02-12T19:00:00+00:00,Validated,PT15M,185.274,-282.214,2.34,209.15,-137.25,,211.49,211.49
2024-02-12T19:15:00+00:00,Validated,PT15M,128.575,-73.654,0.0,209.15,-268.94,,209.15,209.15
2024-02-12T19:30:00+00:00,Validated,PT15M,73.92,-75.217,0.0,209.15,-364.8,,209.15,209.15
2024-02-12T19:45:00+00:00,Validated,PT15M,135.397,-117.533,0.0,209.15,-25.31,,209.15,209.15
2024-02-12T20:00:00+00:00,Validated,PT15M,135.671,-100.976,0.0,209.15,-366.61,,209.15,209.15
2024-02-12T20:15:00+00:00,Validated,PT15M,22.193,-24.141,0.0,209.15,-353.89,,209.15,209.15
2024-02-12T20:30:00+00:00,Validated,PT15M,65.505,-76.1,0.0,91.91,-321.29,,91.91,91.91
2024-02-12T20:45:00+00:00,Validated,PT15M,104.117,-106.335,0.0,90.0,-47.0,,90.0,90.0
2024-02-12T21:00:00+00:00,Validated,PT15M,50.964,-47.646,0.0,90.0,-125.4,,90.0,90.0
2024-02-12T21:15:00+00:00,Validated,PT15M,-0.524,-13.946,0.0,90.43,-78.84,,90.43,90.43
2024-02-12T21:30:00+00:00,Validated,PT15M,91.68,-104.286,0.0,93.87,-47.03,,93.87,93.87
2024-02-12T21:45:00+00:00,Validated,PT15M,-16.306,43.414,0.0,90.0,-263.08,,-263.08,-263.08
2024-02-12T22:00:00+00:00,Validated,PT15M,75.356,-108.614,0.0,94.11,-349.82,,94.11,94.11
2024-02-12T22:15:00+00:00,Validated,PT15M,78.888,-85.433,0.0,90.06,-56.99,,90.06,90.06
2024-02-12T22:30:00+00:00,Validated,PT15M,56.276,-66.712,0.0,92.17,-47.02,,92.17,92.17
2024-02-12T22:45:00+00:00,Validated,PT15M,76.569,-54.646,0.0,94.94,-232.34,,94.94,94.94
2024-02-12T23:00:00+00:00,Validated,PT15M,-86.032,71.573,0.0,90.59,-399.45,,-399.45,-399.45
2024-02-12T23:15:00+00:00,Validated,PT15M,-231.046,227.15,1.94,90.08,45.35,,43.4,43.4
2024-02-12T23:30:00+00:00,Validated,PT15M,-44.397,77.782,0.0,90.0,-20.08,,-20.08,-20.08
2024-02-12T23:45:00+00:00,Validated,PT15M,10.006,-21.612,0.0,94.18,-152.8,,94.18,94.18
2024-02-13T00:00:00+00:00,Validated,PT15M,-189.183,191.317,1.01,90.0,45.42,,44.41,44.41
2024-02-13T00:15:00+00:00,Validated,PT15M,-285.243,363.058,0.0,90.0,-210.15,,-210.15,-210.15
2024-02-13T00:30:00+00:00,Validated,PT15M,-288.626,269.369,13.03,91.41,-84.9,,-97.93,-97.93
2024-02-13T00:45:00+00:00,Validated,PT15M,-160.486,130.726,0.0,92.98,-84.9,,-84.9,-84.9
2024-02-13T01:00:00+00:00,Validated,PT15M,-10.007,-162.254,1.86,94.44,-84.9,,96.3,96.3
2024-02-13T01:15:00+00:00,Validated,PT15M,42.154,-20.248,0.0,94.37,-97.91,,94.37,94.37
2024-02-13T01:30:00+00:00,Validated,PT15M,125.244,-154.291,0.75,93.91,4.93,,94.66,94.66
2024-02-13T01:45:00+00:00,Validated,PT15M,26.953,-1.507,0.0,219.5,1.64,,219.5,219.5
2024-02-13T02:00:00+00:00,Validated,PT15M,56.056,-64.372,0.0,219.5,5.56,,219.5,219.5
2024-02-13T02:15:00+00:00,Validated,PT15M,-35.7,39.931,0.0,219.5,7.78,,7.78,7.78
2024-02-13T02:30:00+00:00,Validated,PT15M,53.343,-67.248,0.0,92.7,5.22,,92.7,92.7
2024-02-13T02:45:00+00:00,Validated,PT15M,63.333,-66.528,0.0,90.0,9.77,,90.0,90.0
2024-02-13T03:00:00+00:00,Validated,PT15M,-147.125,172.214,1.2,90.0,-4.93,,-6.12,-6.12
2024-02-13T03:15:00+00:00,Validated,PT15M,-72.958,78.529,0.0,95.0,-16.94,,-16.94,-16.94
2024-02-13T03:30:00+00:00,Validated,PT15M,27.097,-28.491,0.0,94.85,8.51,,94.85,94.85
2024-02-13T03:45:00+00:00,Validated,PT15M,106.637,-106.794,0.0,90.63,6.04,,90.63,90.63
2024-02-13T04:00:00+00:00,Validated,PT15M,-38.691,47.156,0.0,176.67,-77.28,,-77.28,-77.28
2024-02-13T04:15:00+00:00,Validated,PT15M,16.36,9.523,0.0,102.66,1.29,,1.29,1.29
2024-02-13T04:30:00+00:00,Validated,PT15M,6.844,-26.769,0.0,93.76,6.9,,93.76,93.76
2024-02-13T04:45:00+00:00,Validated,PT15M,13.279,-5.218,0.0,94.15,-52.21,,94.15,94.15
2024-02-13T05:00:00+00:00,Validated,PT15M,-30.002,1.187,0.0,97.31,-174.26,,-174.26,-174.26
2024-02-13T05:15:00+00:00,Validated,PT15M,-76.719,97.96,0.0,97.89,-76.0,,-76.0,-76.0
2024-02-13T05:30:00+00:00,Validated,PT15M,-226.285,217.423,1.37,90.0,-76.0,,-77.37,-77.37
2024-02-13T05:45:00+00:00,Validated,PT15M,-50.393,31.876,0.0,93.04,-76.0,,-76.0,-76.0
2024-02-13T06:00:00+00:00,Validated,PT15M,-246.302,248.395,1.69,90.0,8.34,,6.66,6.66
2024-02-13T06:15:00+00:00,Validated,PT15M,-72.565,49.673,0.0,92.58,-76.0,,-76.0,-76.0
2024-02-13T06:30:00+00:00,Validated,PT15M,-11.96,-6.976,0.0,92.75,5.0,,92.75,92.75
2024-02-13T06:45:00+00:00,Validated,PT15M,-89.706,87.245,0.0,92.29,6.95,,6.95,6.95
2024-02-13T07:00:00+00:00,Validated,PT15M,-81.914,118.355,0.0,90.0,-96.4,,-96.4,-96.4
2024-02-13T07:15:00+00:00,Validated,PT15M,-79.089,92.727,0.0,94.07,-1.01,,-1.01,-1.01
2024-02-13T07:30:00+00:00,Validated,PT15M,-37.08,49.311,0.0,90.0,7.25,,7.25,7.25
2024-02-13T07:45:00+00:00,Validated,PT15M,-99.657,150.637,0.64,90.0,-60.39,,-61.03,-61.03
2024-02-13T08:00:00+00:00,Validated,PT15M,-137.162,132.386,0.0,244.87,-92.8,,-92.8,-92.8
2024-02-13T08:15:00+00:00,Validated,PT15M,-46.456,58.633,0.0,89.05,-57.03,,-57.03,-57.03
2024-02-13T08:30:00+00:00,Validated,PT15M,-23.359,69.828,0.0,93.86,-42.99,,-42.99,-42.99
2024-02-13T08:45:00+00:00,Validated,PT15M,-87.658,176.983,0.61,89.85,-106.66,,-107.27,-107.27
2024-02-13T09:00:00+00:00,Validated,PT15M,-149.445,204.505,0.69,99.14,-161.8,,-162.49,-162.49
2024-02-13T09:15:00+00:00,Validated,PT15M,-358.712,401.181,0.0,89.86,-240.13,,-240.13,-240.13
2024-02-13T09:30:00+00:00,Validated,PT15M,-282.066,341.289,19.25,89.82,-116.09,,-135.34,-135.34
2024-02-13T09:45:00+00:00,Validated,PT15M,-303.627,313.538,5.22,89.84,-160.35,,-165.57,-165.57
2024-02-13T10:00:00+00:00,Validated,PT15M,-112.598,171.811,3.42,90.65,-113.65,,-117.07,-117.07
2024-02-13T10:15:00+00:00,Validated,PT15M,-68.434,75.054,0.0,92.57,-76.0,,-76.0,-76.0
2024-02-13T10:30:00+00:00,Validated,PT15M,-102.946,125.431,0.0,89.51,-8.17,,-8.17,-8.17
2024-02-13T10:45:00+00:00,Validated,PT15M,16.971,-23.465,0.0,89.79,5.0,,89.79,89.79
2024-02-13T11:00:00+00:00,Validated,PT15M,148.403,-154.995,0.77,89.78,5.0,,90.55,90.55
2024-02-13T11:15:00+00:00,Validated,PT15M,82.262,-59.531,0.0,98.23,4.02,,98.23,98.23
2024-02-13T11:30:00+00:00,Validated,PT15M,-9.184,-3.107,0.0,89.77,-19.24,,89.77,89.77
2024-02-13T11:45:00+00:00,Validated,PT15M,114.431,-121.392,0.0,89.39,5.0,,89.39,89.39
2024-02-13T12:00:00+00:00,Validated,PT15M,133.765,-142.506,0.0,98.23,5.0,,98.23,98.23
2024-02-13T12:15:00+00:00,Validated,PT15M,89.264,-91.02,0.0,98.23,9.97,,98.23,98.23
2024-02-13T12:30:00+00:00,Validated,PT15M,75.109,-91.128,0.0,98.23,10.0,,98.23,98.23
2024-02-13T12:45:00+00:00,Validated,PT15M,132.778,-135.685,0.0,89.33,9.96,,89.33,89.33
2024-02-13T13:00:00+00:00,Validated,PT15M,-5.952,6.647,0.0,92.48,7.28,,7.28,7.28
