datetime,qualitystatus,resolutioncode,netregulationvolume,systemimbalance,alpha,marginalincrementalprice,marginaldecrementalprice,strategicreserveprice,positiveimbalanceprice,negativeimbalanceprice
2024-01-09T00:15:00+00:00,Validated,PT15M,203.958,-296.826,5.72,254.0,15.0,,259.72,259.72
2024-01-09T00:30:00+00:00,Validated,PT15M,186.369,-191.128,7.84,205.5,-33.12,,213.34,213.34
2024-01-09T00:45:00+00:00,Validated,PT15M,97.908,-76.961,0.0,205.5,1.35,,205.5,205.5
2024-01-09T01:00:00+00:00,Validated,PT15M,-130.541,145.361,0.0,138.9,-56.32,,-56.32,-56.32
2024-01-09T01:15:00+00:00,Validated,PT15M,81.099,-92.985,0.0,151.25,-37.11,,151.25,151.25
2024-01-09T01:30:00+00:00,Validated,PT15M,-20.723,29.458,0.0,147.41,-20.23,,-20.23,-20.23
2024-01-09T01:45:00+00:00,Validated,PT15M,-56.021,58.444,0.0,138.9,-19.09,,-19.09,-19.09
2024-01-09T02:00:00+00:00,Validated,PT15M,-50.099,50.131,0.0,138.9,-6.13,,-6.13,-6.13
2024-01-09T02:15:00+00:00,Validated,PT15M,7.33,-8.914,0.0,138.9,13.04,,138.9,138.9
2024-01-09T02:30:00+00:00,Validated,PT15M,-5.368,20.87,0.0,138.9,9.92,,9.92,9.92
2024-01-09T02:45:00+00:00,Validated,PT15M,23.596,-36.022,0.0,140.53,6.96,,140.53,140.53
2024-01-09T03:00:00+00:00,Validated,PT15M,269.462,-255.043,1.83,145.73,13.6,,147.56,147.56
2024-01-09T03:15:00+00:00,Validated,PT15M,181.149,-133.673,0.0,205.5,-3.22,,205.5,205.5
2024-01-09T03:30:00+00:00,Validated,PT15M,106.089,-16.708,0.0,205.5,-93.43,,205.5,205.5
2024-01-09T03:45:00+00:00,Validated,PT15M,-56.088,52.071,0.0,137.09,-181.74,,-181.74,-181.74
2024-01-09T04:00:00+00:00,Validated,PT15M,173.303,-166.649,1.05,133.13,21.39,,134.19,134.19
2024-01-09T04:15:00+00:00,Validated,PT15M,27.869,-23.691,0.0,134.41,14.51,,134.41,134.41
2024-01-09T04:30:00+00:00,Validated,PT15M,-113.643,121.157,0.0,131.41,29.31,,29.31,29.31
2024-01-09T04:45:00+00:00,Validated,PT15M,-84.521,76.97,0.0,146.25,7.4,,7.4,7.4
2024-01-09T05:00:00+00:00,Validated,PT15M,-74.533,80.727,0.0,175.39,43.02,,43.02,43.02
2024-01-09T05:15:00+00:00,Validated,PT15M,12.001,-54.178,0.0,175.86,48.8,,175.86,175.86
2024-01-09T05:30:00+00:00,Validated,PT15M,115.977,-225.971,1.69,185.66,48.8,,187.34,187.34
2024-01-09T05:45:00+00:00,Validated,PT15M,139.588,-153.861,3.59,187.1,23.87,,190.69,190.69
2024-01-09T06:00:00+00:00,Validated,PT15M,6.678,49.82,0.0,190.56,-88.56,,-88.56,-88.56
2024-01-09T06:15:00+00:00,Validated,PT15M,122.567,-186.006,1.2,186.55,48.8,,187.76,187.76
2024-01-09T06:30:00+00:00,Validated,PT15M,93.06,-182.873,3.31,184.68,43.8,,187.98,187.98
2024-01-09T06:45:00+00:00,Validated,PT15M,68.49,-81.203,0.0,205.5,45.65,,205.5,205.5
2024-01-09T07:00:00+00:00,Validated,PT15M,50.471,-65.688,0.0,173.91,46.72,,173.91,173.91
2024-01-09T07:15:00+00:00,Validated,PT15M,111.679,-163.039,1.14,183.32,44.02,,184.45,184.45
2024-01-09T07:30:00+00:00,Validated,PT15M,67.079,-66.349,0.0,205.5,48.8,,205.5,205.5
2024-01-09T07:45:00+00:00,Validated,PT15M,60.123,-80.079,0.0,205.5,43.96,,205.5,205.5
2024-01-09T08:00:00+00:00,Validated,PT15M,174.598,-202.255,1.67,205.5,44.23,,207.17,207.17
2024-01-09T08:15:00+00:00,Validated,PT15M,-10.98,3.407,0.0,205.5,48.78,,48.78,48.78
2024-01-09T08:30:00+00:00,Validated,PT15M,4.847,-8.255,0.0,174.03,48.62,,174.03,174.03
2024-01-09T08:45:00+00:00,Validated,PT15M,-104.461,118.649,0.0,165.66,45.88,,45.88,45.88
2024-01-09T09:00:00+00:00,Validated,PT15M,-15.999,19.263,0.0,173.07,48.79,,48.79,48.79
2024-01-09T09:15:00+00:00,Validated,PT15M,-41.313,44.534,0.0,172.19,46.45,,46.45,46.45
2024-01-09T09:30:00+00:00,Validated,PT15M,-62.248,88.067,0.0,160.79,45.82,,45.82,45.82
2024-01-09T09:45:00+00:00,Validated,PT15M,-130.369,160.765,1.33,149.25,19.0,,17.67,17.67
2024-01-09T10:00:00+00:00,Validated,PT15M,18.731,5.039,0.0,172.35,46.62,,46.62,46.62
2024-01-09T10:15:00+00:00,Validated,PT15M,13.105,11.894,0.0,178.99,38.95,,38.95,38.95
2024-01-09T10:30:00+00:00,Validated,PT15M,-152.827,169.594,0.73,125.0,-15.37,,-16.1,-16.1
2024-01-09T10:45:00+00:00,Validated,PT15M,-52.245,111.719,0.0,157.52,-79.83,,-79.83,-79.83
2024-01-09T11:00:00+00:00,Validated,PT15M,192.701,-224.328,2.58,185.59,16.5,,188.17,188.17
2024-01-09T11:15:00+00:00,Validated,PT15M,-7.084,-22.911,0.0,185.48,-73.11,,185.48,185.48
2024-01-09T11:30:00+00:00,Validated,PT15M,60.528,-41.001,0.0,174.6,43.8,,174.6,174.6
2024-01-09T11:45:00+00:00,Validated,PT15M,4.074,33.136,0.0,179.5,33.28,,33.28,33.28
2024-01-09T12:00:00+00:00,Validated,PT15M,138.196,-147.569,0.0,178.82,47.23,,178.82,178.82
2024-01-09T12:15:00+00:00,Validated,PT15M,119.243,-135.993,0.0,181.66,43.88,,181.66,181.66
2024-01-09T12:30:00+00:00,Validated,PT15M,100.54,-168.035,2.02,179.2,41.28,,181.22,181.22
2024-01-09T12:45:00+00:00,Validated,PT15M,129.402,-124.156,0.0,205.5,43.8,,205.5,205.5
2024-01-09T13:00:00+00:00,Validated,PT15M,75.243,-73.101,0.0,178.37,43.8,,178.37,178.37
2024-01-09T13:15:00+00:00,Validated,PT15M,50.143,-8.303,0.0,218.34,11.91,,218.34,218.34
2024-01-09T13:30:00+00:00,Validated,PT15M,-3.833,-14.736,0.0,179.5,26.67,,179.5,179.5
2024-01-09T13:45:00+00:00,Validated,PT15M,-33.3,67.49,0.0,179.5,45.08,,45.08,45.08
2024-01-09T14:00:00+00:00,Validated,PT15M,-241.507,439.609,3.18,219.16,-131.43,,-134.62,-134.62
2024-01-09T14:15:00+00:00,Validated,PT15M,-46.331,29.918,0.0,180.36,20.56,,20.56,20.56
2024-01-09T14:30:00+00:00,Validated,PT15M,13.17,-27.775,0.0,179.5,43.8,,179.5,179.5
2024-01-09T14:45:00+00:00,Validated,PT15M,18.193,-30.239,0.0,177.86,43.8,,177.86,177.86
2024-01-09T15:00:00+00:00,Validated,PT15M,-51.305,85.763,0.0,174.86,-38.49,,-38.49,-38.49
2024-01-09T15:15:00+00:00,Validated,PT15M,68.746,-47.61,0.0,175.52,43.8,,175.52,175.52
2024-01-09T15:30:00+00:00,Validated,PT15M,46.883,-64.638,0.0,176.81,43.8,,176.81,176.81
2024-01-09T15:45:00+00:00,Validated,PT15M,109.469,-141.571,0.0,179.8,43.8,,179.8,179.8
2024-01-09T16:00:00+00:00,Validated,PT15M,-49.488,95.126,0.0,179.5,2.43,,2.43,2.43
2024-01-09T16:15:00+00:00,Validated,PT15M,18.293,-40.816,0.0,179.77,42.58,,179.77,179.77
2024-01-09T16:30:00+00:00,Validated,PT15M,-10.562,25.079,0.0,179.5,36.54,,36.54,36.54
2024-01-09T16:45:00+00:00,Validated,PT15M,23.916,-45.59,0.0,179.61,43.8,,179.61,179.61
2024-01-09T17:00:00+00:00,Validated,PT15M,67.049,-121.389,0.0,181.07,43.8,,181.07,181.07
2024-01-09T17:15:00+00:00,Validated,PT15M,65.109,-63.659,0.0,180.48,37.58,,180.48,180.48
2024-01-09T17:30:00+00:00,Validated,PT15M,42.456,-106.732,0.0,182.66,43.79,,182.66,182.66
2024-01-09T17:45:00+00:00,Validated,PT15M,101.857,-101.487,0.0,184.08,36.02,,184.08,184.08
2024-01-09T18:00:00+00:00,Validated,PT15M,479.866,-688.443,58.37,205.5,33.07,,263.87,263.87
2024-01-09T18:15:00+00:00,Validated,PT15M,837.808,-848.51,139.86,259.1,44.24,,398.96,398.96
2024-01-09T18:30:00+00:00,Validated,PT15M,474.617,-395.303,159.66,229.0,28.63,,388.66,388.66
2024-01-09T18:45:00+00:00,Validated,PT15M,144.648,-144.781,0.0,216.97,-48.31,,216.97,216.97
2024-01-09T19:00:00+00:00,Validated,PT15M,141.398,-130.99,0.0,205.5,46.4,,205.5,205.5
2024-01-09T19:15:00+00:00,Validated,PT15M,29.311,-22.199,0.0,205.5,47.6,,205.5,205.5
2024-01-09T19:30:00+00:00,Validated,PT15M,125.411,-124.523,0.0,179.5,48.71,,179.5,179.5
2024-01-09T19:45:00+00:00,Validated,PT15M,100.852,-87.033,0.0,179.5,43.8,,179.5,179.5
2024-01-09T20:00:00+00:00,Validated,PT15M,235.985,-228.787,2.21,179.5,43.8,,181.71,181.71
2024-01-09T20:15:00+00:00,Validated,PT15M,155.676,-142.693,0.0,179.41,43.8,,179.41,179.41
2024-01-09T20:30:00+00:00,Validated,PT15M,173.374,-164.897,2.08,179.32,43.8,,181.4,181.4
2024-01-09T20:45:00+00:00,Validated,PT15M,255.435,-192.007,2.74,218.34,29.61,,221.08,221.08
2024-01-09T21:00:00+00:00,Validated,PT15M,114.296,-121.899,0.0,205.5,-86.04,,205.5,205.5
2024-01-09T21:15:00+00:00,Validated,PT15M,98.61,-59.15,0.0,187.08,36.0,,187.08,187.08
2024-01-09T21:30:00+00:00,Validated,PT15M,57.672,-64.676,0.0,179.36,41.15,,179.36,179.36
2024-01-09T21:45:00+00:00,Validated,PT15M,213.631,-201.377,1.51,178.95,43.8,,180.46,180.46
2024-01-09T22:00:00+00:00,Validated,PT15M,107.999,-76.789,0.0,205.5,12.85,,205.5,205.5
2024-01-09T22:15:00+00:00,Validated,PT15M,-12.476,20.702,0.0,205.5,11.41,,11.41,11.41
2024-01-09T22:30:00+00:00,Validated,PT15M,142.61,-158.585,0.78,179.43,43.8,,180.21,180.21
2024-01-09T22:45:00+00:00,Validated,PT15M,149.55,-122.808,0.0,218.34,40.93,,218.34,218.34
2024-01-09T23:00:00+00:00,Validated,PT15M,-18.5,-182.245,2.04,173.37,30.24,,175.41,175.41
2024-01-09T23:15:00+00:00,Validated,PT15M,289.835,-333.132,8.93,219.0,35.85,,227.93,227.93
2024-01-09T23:30:00+00:00,Validated,PT15M,251.914,-269.736,16.71,219.0,36.9,,235.71,235.71
2024-01-09T23:45:00+00:00,Validated,PT15M,175.109,-171.474,5.16,219.0,43.11,,224.16,224.16
2024-01-10T00:00:00+00:00,Validated,PT15M,-8.431,-70.684,0.0,172.69,47.65,,172.69,172.69
2024-01-10T00:15:00+00:00,Validated,PT15M,149.222,-250.713,2.31,182.31,32.5,,184.61,184.61
2024-01-10T00:30:00+00:00,Validated,PT15M,66.881,-62.409,0.0,217.0,33.88,,217.0,217.0
2024-01-10T00:45:00+00:00,Validated,PT15M,-56.238,42.034,0.0,164.38,45.5,,45.5,45.5
2024-01-10T01:00:00+00:00,Validated,PT15M,56.815,-102.403,0.0,172.32,43.41,,172.32,172.32
2024-01-10T01:15:00+00:00,Validated,PT15M,112.303,-120.412,0.0,176.67,45.5,,176.67,176.67
2024-01-10T01:30:00+00:00,Validated,PT15M,72.017,-85.599,0.0,164.96,45.5,,164.96,164.96
2024-01-10T01:45:00+00:00,Validated,PT15M,-13.386,9.296,0.0,164.35,45.5,,45.5,45.5
2024-01-10T02:00:00+00:00,Validated,PT15M,114.285,-127.037,0.0,166.4,41.36,,166.4,166.4
2024-01-10T02:15:00+00:00,Validated,PT15M,56.187,-44.766,0.0,217.0,43.41,,217.0,217.0
2024-01-10T02:30:00+00:00,Validated,PT15M,32.976,-34.49,0.0,161.72,43.43,,161.72,161.72
2024-01-10T02:45:00+00:00,Validated,PT15M,29.315,-28.463,0.0,161.68,45.5,,161.68,161.68
2024-01-10T03:00:00+00:00,Validated,PT15M,50.942,-50.561,0.0,161.8,45.31,,161.8,161.8
2024-01-10T03:15:00+00:00,Validated,PT15M,9.526,-24.733,0.0,161.8,45.21,,161.8,161.8
2024-01-10T03:30:00+00:00,Validated,PT15M,37.031,-50.646,0.0,161.81,45.5,,161.81,161.81
2024-01-10T03:45:00+00:00,Validated,PT15M,136.788,-200.901,1.35,173.19,45.5,,174.54,174.54
2024-01-10T04:00:00+00:00,Validated,PT15M,160.179,-148.969,0.0,180.34,41.19,,180.34,180.34
2024-01-10T04:15:00+00:00,Validated,PT15M,57.825,-86.846,0.0,167.13,42.16,,167.13,167.13
2024-01-10T04:30:00+00:00,Validated,PT15M,82.092,-106.099,0.0,168.64,40.73,,168.64,168.64
2024-01-10T04:45:00+00:00,Validated,PT15M,7.811,-12.205,0.0,162.26,45.41,,162.26,162.26
2024-01-10T05:00:00+00:00,Validated,PT15M,-45.855,63.402,0.0,175.7,33.6,,33.6,33.6
2024-01-10T05:15:00+00:00,Validated,PT15M,21.238,-61.14,0.0,181.01,45.5,,181.01,181.01
2024-01-10T05:30:00+00:00,Validated,PT15M,124.483,-193.001,1.38,186.41,45.5,,187.79,187.79
2024-01-10T05:45:00+00:00,Validated,PT15M,255.011,-370.08,12.75,217.0,40.5,,229.75,229.75
2024-01-10T06:00:00+00:00,Validated,PT15M,311.358,-359.436,30.52,256.22,38.2,,286.74,286.74
2024-01-10T06:15:00+00:00,Validated,PT15M,33.848,-33.819,0.0,237.44,44.98,,237.44,237.44
2024-01-10T06:30:00+00:00,Validated,PT15M,-131.169,33.9,0.0,185.62,45.5,,45.5,45.5
2024-01-10T06:45:00+00:00,Validated,PT15M,55.655,-102.085,0.0,196.64,34.05,,196.64,196.64
2024-01-10T07:00:00+00:00,Validated,PT15M,128.728,-290.439,3.92,201.64,45.5,,205.56,205.56
2024-01-10T07:15:00+00:00,Validated,PT15M,101.975,-107.722,0.0,252.7,34.4,,252.7,252.7
2024-01-10T07:30:00+00:00,Validated,PT15M,158.821,-190.035,1.65,229.0,45.5,,230.65,230.65
2024-01-10T07:45:00+00:00,Validated,PT15M,145.563,-190.276,3.08,229.0,45.5,,232.08,232.08
2024-01-10T08:00:00+00:00,Validated,PT15M,151.547,-217.622,3.8,229.0,35.91,,232.8,232.8
2024-01-10T08:15:00+00:00,Validated,PT15M,91.456,-112.1,0.0,250.28,36.03,,250.28,250.28
2024-01-10T08:30:00+00:00,Validated,PT15M,76.322,-94.08,0.0,229.0,42.22,,229.0,229.0
2024-01-10T08:45:00+00:00,Validated,PT15M,-37.489,37.713,0.0,250.28,45.5,,45.5,45.5
2024-01-10T09:00:00+00:00,Validated,PT15M,-13.087,3.284,0.0,229.0,42.81,,42.81,42.81
2024-01-10T09:15:00+00:00,Validated,PT15M,-178.299,176.894,0.78,162.8,45.5,,44.72,44.72
2024-01-10T09:30:00+00:00,Validated,PT15M,-70.117,73.682,0.0,157.98,45.5,,45.5,45.5
2024-01-10T09:45:00+00:00,Validated,PT15M,-138.599,144.852,0.0,170.29,45.5,,45.5,45.5
2024-01-10T10:00:00+00:00,Validated,PT15M,-67.183,71.968,0.0,166.59,45.26,,45.26,45.26
2024-01-10T10:15:00+00:00,Validated,PT15M,-68.645,66.298,0.0,168.34,45.5,,45.5,45.5
2024-01-10T10:30:00+00:00,Validated,PT15M,84.105,-97.909,0.0,180.39,40.67,,180.39,180.39
2024-01-10T10:45:00+00:00,Validated,PT15M,91.475,-89.415,0.0,229.0,43.03,,229.0,229.0
2024-01-10T11:00:00+00:00,Validated,PT15M,-44.871,58.127,0.0,229.0,44.18,,44.18,44.18
2024-01-10T11:15:00+00:00,Validated,PT15M,-85.115,95.996,0.0,167.69,42.94,,42.94,42.94
2024-01-10T11:30:00+00:00,Validated,PT15M,-56.567,69.609,0.0,167.62,44.83,,44.83,44.83
2024-01-10T11:45:00+00:00,Validated,PT15M,-89.219,101.283,0.0,151.09,45.26,,45.26,45.26
2024-01-10T12:00:00+00:00,Validated,PT15M,-123.798,128.247,0.0,164.57,44.28,,44.28,44.28
2024-01-10T12:15:00+00:00,Validated,PT15M,-28.304,20.719,0.0,165.96,45.49,,45.49,45.49
2024-01-10T12:30:00+00:00,Validated,PT15M,49.667,-53.99,0.0,177.93,40.84,,177.93,177.93
2024-01-10T12:45:00+00:00,Validated,PT15M,133.55,-136.582,0.0,174.88,41.97,,174.88,174.88
2024-01-10T13:00:00+00:00,Validated,PT15M,174.497,-221.916,3.06,187.78,45.5,,190.83,190.83
2024-01-10T13:15:00+00:00,Validated,PT15M,158.496,-158.948,2.55,259.33,41.89,,261.88,261.88
2024-01-10T13:30:00+00:00,Validated,PT15M,55.352,-64.702,0.0,229.0,45.5,,229.0,229.0
2024-01-10T13:45:00+00:00,Validated,PT15M,105.651,-116.839,0.0,229.0,45.37,,229.0,229.0
2024-01-10T14:00:00+00:00,Validated,PT15M,73.841,-85.538,0.0,172.83,45.5,,172.83,172.83
2024-01-10T14:15:00+00:00,Validated,PT15M,36.883,-30.095,0.0,172.0,43.29,,172.0,172.0
2024-01-10T14:30:00+00:00,Validated,PT15M,-70.243,59.236,0.0,163.02,45.5,,45.5,45.5
2024-01-10T14:45:00+00:00,Validated,PT15M,16.188,-42.051,0.0,178.65,42.6,,178.65,178.65
2024-01-10T15:00:00+00:00,Validated,PT15M,60.601,-64.326,0.0,175.7,45.5,,175.7,175.7
2024-01-10T15:15:00+00:00,Validated,PT15M,46.636,-46.629,0.0,175.7,44.27,,175.7,175.7
2024-01-10T15:30:00+00:00,Validated,PT15M,-59.557,68.789,0.0,175.7,36.15,,36.15,36.15
2024-01-10T15:45:00+00:00,Validated,PT15M,83.649,-104.2,0.0,178.62,45.5,,178.62,178.62
2024-01-10T16:00:00+00:00,Validated,PT15M,155.533,-148.129,0.0,183.99,42.93,,183.99,183.99
2024-01-10T16:15:00+00:00,Validated,PT15M,70.672,-81.233,0.0,180.97,45.02,,180.97,180.97
2024-01-10T16:30:00+00:00,Validated,PT15M,99.044,-138.932,0.0,195.38,45.46,,195.38,195.38
2024-01-10T16:45:00+00:00,Validated,PT15M,114.147,-136.927,0.0,213.54,45.5,,213.54,213.54
2024-01-10T17:00:00+00:00,Validated,PT15M,-29.331,29.127,0.0,175.7,44.44,,44.44,44.44
2024-01-10T17:15:00+00:00,Validated,PT15M,2.454,-9.629,0.0,175.7,45.5,,175.7,175.7
2024-01-10T17:30:00+00:00,Validated,PT15M,-1.212,-13.171,0.0,175.7,45.5,,175.7,175.7
2024-01-10T17:45:00+00:00,Validated,PT15M,46.944,-62.835,0.0,185.29,45.5,,185.29,185.29
2024-01-10T18:00:00+00:00,Validated,PT15M,62.629,-95.609,0.0,205.64,40.19,,205.64,205.64
2024-01-10T18:15:00+00:00,Validated,PT15M,62.083,-78.958,0.0,181.62,45.5,,181.62,181.62
2024-01-10T18:30:00+00:00,Validated,PT15M,-21.395,19.289,0.0,175.7,45.5,,45.5,45.5
2024-01-10T18:45:00+00:00,Validated,PT15M,-16.467,33.749,0.0,175.7,38.42,,38.42,38.42
2024-01-10T19:00:00+00:00,Validated,PT15M,97.535,-203.693,1.22,196.2,45.5,,197.42,197.42
2024-01-10T19:15:00+00:00,Validated,PT15M,129.378,-216.385,4.86,196.38,40.5,,201.25,201.25
2024-01-10T19:30:00+00:00,Validated,PT15M,99.04,-114.776,0.0,194.22,40.87,,194.22,194.22
2024-01-10T19:45:00+00:00,Validated,PT15M,41.217,-39.389,0.0,175.7,43.59,,175.7,175.7
2024-01-10T20:00:00+00:00,Validated,PT15M,58.836,-100.077,0.0,181.9,45.5,,181.9,181.9
2024-01-10T20:15:00+00:00,Validated,PT15M,61.844,-73.342,0.0,179.39,45.28,,179.39,179.39
2024-01-10T20:30:00+00:00,Validated,PT15M,56.569,-54.868,0.0,175.7,45.25,,175.7,175.7
2024-01-10T20:45:00+00:00,Validated,PT15M,-20.795,44.143,0.0,175.7,41.59,,41.59,41.59
2024-01-10T21:00:00+00:00,Validated,PT15M,-35.976,24.44,0.0,177.46,-28.41,,-28.41,-28.41
2024-01-10T21:15:00+00:00,Validated,PT15M,63.285,-62.45,0.0,176.72,45.22,,176.72,176.72
2024-01-10T21:30:00+00:00,Validated,PT15M,101.03,-108.803,0.0,176.99,45.5,,176.99,176.99
2024-01-10T21:45:00+00:00,Validated,PT15M,184.411,-184.012,1.86,176.91,45.5,,178.77,178.77
2024-01-10T22:00:00+00:00,Validated,PT15M,-70.789,75.051,0.0,168.43,43.27,,43.27,43.27
2024-01-10T22:15:00+00:00,Validated,PT15M,-55.863,52.236,0.0,168.27,42.54,,42.54,42.54
2024-01-10T22:30:00+00:00,Validated,PT15M,56.797,-75.663,0.0,170.52,41.8,,170.52,170.52
2024-01-10T22:45:00+00:00,Validated,PT15M,44.047,-50.827,0.0,91.83,41.0,,91.83,91.83
2024-01-10T23:00:00+00:00,Validated,PT15M,79.235,-110.048,0.0,100.52,38.92,,100.52,100.52
2024-01-10T23:15:00+00:00,Validated,PT15M,-0.399,-12.854,0.0,85.02,54.13,,85.02,85.02
2024-01-10T23:30:00+00:00,Validated,PT15M,-57.888,59.719,0.0,91.59,54.63,,54.63,54.63
2024-01-10T23:45:00+00:00,Validated,PT15M,-96.971,93.961,0.0,104.63,54.12,,54.12,54.12
2024-01-11T00:00:00+00:00,Validated,PT15M,47.544,-214.766,2.09,110.64,54.63,,112.74,112.74
2024-01-11T00:15:00+00:00,Validated,PT15M,107.618,-185.144,4.18,116.09,36.8,,120.27,120.27
2024-01-11T00:30:00+00:00,Validated,PT15M,153.99,-227.319,4.59,113.89,54.63,,118.49,118.49
2024-01-11T00:45:00+00:00,Validated,PT15M,141.169,-148.87,0.0,150.0,36.81,,150.0,150.0
2024-01-11T01:00:00+00:00,Validated,PT15M,59.291,-67.035,0.0,150.0,54.63,,150.0,150.0
2024-01-11T01:15:00+00:00,Validated,PT15M,159.514,-218.566,1.76,108.22,54.63,,109.98,109.98
2024-01-11T01:30:00+00:00,Validated,PT15M,124.812,-208.488,5.13,150.0,36.8,,155.13,155.13
2024-01-11T01:45:00+00:00,Validated,PT15M,125.945,-120.245,0.0,192.48,51.53,,192.48,192.48
2024-01-11T02:00:00+00:00,Validated,PT15M,-23.994,-20.826,0.0,105.18,44.51,,105.18,105.18
2024-01-11T02:15:00+00:00,Validated,PT15M,48.377,-74.204,0.0,104.63,41.8,,104.63,104.63
2024-01-11T02:30:00+00:00,Validated,PT15M,98.995,-140.851,0.0,105.11,37.69,,105.11,105.11
2024-01-11T02:45:00+00:00,Validated,PT15M,64.157,-78.19,0.0,195.42,38.63,,195.42,195.42
2024-01-11T03:00:00+00:00,Validated,PT15M,74.821,-100.089,0.0,104.72,38.18,,104.72,104.72
2024-01-11T03:15:00+00:00,Validated,PT15M,113.119,-142.144,0.0,105.05,41.8,,105.05,105.05
2024-01-11T03:30:00+00:00,Validated,PT15M,116.48,-154.396,1.91,106.07,54.63,,107.98,107.98
2024-01-11T03:45:00+00:00,Validated,PT15M,94.719,-111.644,0.0,104.63,41.8,,104.63,104.63
2024-01-11T04:00:00+00:00,Validated,PT15M,-1.888,-11.326,0.0,104.63,48.34,,104.63,104.63
2024-01-11T04:15:00+00:00,Validated,PT15M,24.901,-32.839,0.0,104.63,38.01,,104.63,104.63
2024-01-11T04:30:00+00:00,Validated,PT15M,16.867,-63.86,0.0,108.11,38.05,,108.11,108.11
2024-01-11T04:45:00+00:00,Validated,PT15M,95.579,-121.359,0.0,108.11,40.13,,108.11,108.11
2024-01-11T05:00:00+00:00,Validated,PT15M,107.987,-96.092,0.0,104.63,51.19,,104.63,104.63
2024-01-11T05:15:00+00:00,Validated,PT15M,-47.764,24.823,0.0,119.62,35.11,,35.11,35.11
2024-01-11T05:30:00+00:00,Validated,PT15M,-69.466,58.482,0.0,104.63,54.26,,54.26,54.26
2024-01-11T05:45:00+00:00,Validated,PT15M,101.014,-200.129,1.43,109.31,54.63,,110.74,110.74
2024-01-11T06:00:00+00:00,Validated,PT15M,58.389,-141.722,0.0,150.0,36.8,,150.0,150.0
2024-01-11T06:15:00+00:00,Validated,PT15M,3.408,7.954,0.0,191.65,30.85,,30.85,30.85
2024-01-11T06:30:00+00:00,Validated,PT15M,-14.124,-4.733,0.0,116.87,59.8,,116.87,116.87
2024-01-11T06:45:00+00:00,Validated,PT15M,94.014,-260.832,1.51,117.11,41.8,,118.62,118.62
2024-01-11T07:00:00+00:00,Validated,PT15M,83.241,-70.592,0.0,141.43,30.91,,141.43,141.43
2024-01-11T07:15:00+00:00,Validated,PT15M,70.158,-88.186,0.0,141.0,42.2,,141.0,141.0
2024-01-11T07:30:00+00:00,Validated,PT15M,12.762,-18.249,0.0,141.0,58.86,,141.0,141.0
2024-01-11T07:45:00+00:00,Validated,PT15M,-61.708,55.026,0.0,141.0,58.9,,58.9,58.9
2024-01-11T08:00:00+00:00,Validated,PT15M,51.11,-97.905,0.0,155.32,28.43,,155.32,155.32
2024-01-11T08:15:00+00:00,Validated,PT15M,13.146,-14.54,0.0,129.16,55.47,,129.16,129.16
2024-01-11T08:30:00+00:00,Validated,PT15M,86.714,-100.662,0.0,129.16,53.17,,129.16,129.16
2024-01-11T08:45:00+00:00,Validated,PT15M,-44.861,74.263,0.0,129.16,-2.31,,-2.31,-2.31
2024-01-11T09:00:00+00:00,Validated,PT15M,158.789,-246.363,2.29,139.22,36.8,,141.51,141.51
2024-01-11T09:15:00+00:00,Validated,PT15M,175.922,-180.602,5.01,204.49,48.27,,209.5,209.5
2024-01-11T09:30:00+00:00,Validated,PT15M,67.202,-70.555,0.0,114.65,53.72,,114.65,114.65
2024-01-11T09:45:00+00:00,Validated,PT15M,35.53,-31.682,0.0,114.65,49.85,,114.65,114.65
2024-01-11T10:00:00+00:00,Validated,PT15M,323.725,-439.173,7.11,139.06,59.8,,146.17,146.17
2024-01-11T10:15:00+00:00,Validated,PT15M,94.523,-92.18,0.0,191.65,38.33,,191.65,191.65
2024-01-11T10:30:00+00:00,Validated,PT15M,-160.524,192.952,1.75,114.65,41.4,,39.65,39.65
2024-01-11T10:45:00+00:00,Validated,PT15M,-152.995,167.016,3.09,114.65,35.72,,32.62,32.62
2024-01-11T11:00:00+00:00,Validated,PT15M,-72.32,82.239,0.0,114.65,59.45,,59.45,59.45
2024-01-11T11:15:00+00:00,Validated,PT15M,-88.27,80.784,0.0,114.65,57.92,,57.92,57.92
2024-01-11T11:30:00+00:00,Validated,PT15M,-36.097,36.733,0.0,114.65,59.8,,59.8,59.8
2024-01-11T11:45:00+00:00,Validated,PT15M,-48.193,57.197,0.0,114.65,47.41,,47.41,47.41
2024-01-11T12:00:00+00:00,Validated,PT15M,-37.155,38.477,0.0,114.65,55.74,,55.74,55.74
2024-01-11T12:15:00+00:00,Validated,PT15M,-71.246,94.967,0.0,114.65,39.39,,39.39,39.39
2024-01-11T12:30:00+00:00,Validated,PT15M,-104.743,136.024,0.0,114.65,31.21,,31.21,31.21
2024-01-11T12:45:00+00:00,Validated,PT15M,5.82,26.382,0.0,114.65,-0.52,,-0.52,-0.52
2024-01-11T13:00:00+00:00,Validated,PT15M,-177.198,251.083,0.42,217.22,-148.85,,-149.27,-149.27
2024-01-11T13:15:00+00:00,Validated,PT15M,-142.092,175.917,5.12,145.48,13.72,,8.59,8.59
2024-01-11T13:30:00+00:00,Validated,PT15M,-167.873,165.984,2.7,114.65,58.48,,55.79,55.79
2024-01-11T13:45:00+00:00,Validated,PT15M,22.38,-23.905,0.0,114.65,57.5,,114.65,114.65
