identity,total_profit,final_n_eff,final_gini
single_account,6.189493362285248e-15,3.4018592424602003,0.24086025156333662
sybil_split_3,9.992007221626409e-16,11.848648334711635,0.688588389215775
reputation_reset,6.189493362285248e-15,3.4018592424602003,0.24086025156333662
collusive_multi_3,9.992007221626409e-16,11.848648334711635,0.688588389215775
