experiment,method,seed,DGP,preset,mean_crps,delta_crps_vs_equal,mean_HHI,mean_N_eff,final_gini
master_comparison,uniform,42,latent_fixed,bankroll_deposits,0.05595451728121815,0.0,0.23302791616041538,4.72889689430867,0.5865427139582118
master_comparison,deposit,42,latent_fixed,bankroll_deposits,0.03758216004034031,-0.018372357240877837,0.23302791616041538,4.72889689430867,0.5865427139582118
master_comparison,skill,42,latent_fixed,bankroll_deposits,0.05440805055184727,-0.0015464667293708795,0.23302791616041538,4.72889689430867,0.5865427139582118
master_comparison,mechanism,42,latent_fixed,bankroll_deposits,0.054910988761610165,-0.0010435285196079835,0.23302791616041538,4.72889689430867,0.5865427139582118
master_comparison,best_single,42,latent_fixed,bankroll_deposits,0.022601373554078836,-0.03335314372713931,0.23302791616041538,4.72889689430867,0.5865427139582118
master_comparison,uniform,43,latent_fixed,bankroll_deposits,0.05408738909654321,0.0,0.22219772003465132,4.897583678443283,0.5705016906893338
master_comparison,deposit,43,latent_fixed,bankroll_deposits,0.03714106795448336,-0.01694632114205985,0.22219772003465132,4.897583678443283,0.5705016906893338
master_comparison,skill,43,latent_fixed,bankroll_deposits,0.05268672166859036,-0.001400667427952848,0.22219772003465132,4.897583678443283,0.5705016906893338
master_comparison,mechanism,43,latent_fixed,bankroll_deposits,0.05337682713314722,-0.0007105619633959934,0.22219772003465132,4.897583678443283,0.5705016906893338
master_comparison,best_single,43,latent_fixed,bankroll_deposits,0.023804903550124067,-0.030282485546419144,0.22219772003465132,4.897583678443283,0.5705016906893338
master_comparison,uniform,44,latent_fixed,bankroll_deposits,0.05678787426356422,0.0,0.24509675571270365,4.501875567956946,0.6011400104368056
master_comparison,deposit,44,latent_fixed,bankroll_deposits,0.03706110243413012,-0.019726771829434102,0.24509675571270365,4.501875567956946,0.6011400104368056
master_comparison,skill,44,latent_fixed,bankroll_deposits,0.05528282154879368,-0.0015050527147705411,0.24509675571270365,4.501875567956946,0.6011400104368056
master_comparison,mechanism,44,latent_fixed,bankroll_deposits,0.056112406376317106,-0.0006754678872471151,0.24509675571270365,4.501875567956946,0.6011400104368056
master_comparison,best_single,44,latent_fixed,bankroll_deposits,0.023106482865923036,-0.03368139139764119,0.24509675571270365,4.501875567956946,0.6011400104368056
master_comparison,uniform,45,latent_fixed,bankroll_deposits,0.055741689191697946,0.0,0.2318441939828134,4.762642371226833,0.5754238777316433
master_comparison,deposit,45,latent_fixed,bankroll_deposits,0.038425475661303964,-0.017316213530393983,0.2318441939828134,4.762642371226833,0.5754238777316433
master_comparison,skill,45,latent_fixed,bankroll_deposits,0.05425234979175983,-0.0014893393999381166,0.2318441939828134,4.762642371226833,0.5754238777316433
master_comparison,mechanism,45,latent_fixed,bankroll_deposits,0.055127038495918546,-0.0006146506957794007,0.2318441939828134,4.762642371226833,0.5754238777316433
master_comparison,best_single,45,latent_fixed,bankroll_deposits,0.02384685458820975,-0.0318948346034882,0.2318441939828134,4.762642371226833,0.5754238777316433
master_comparison,uniform,46,latent_fixed,bankroll_deposits,0.055342264371377986,0.0,0.23124204863136513,4.749562716402209,0.5940656675782032
master_comparison,deposit,46,latent_fixed,bankroll_deposits,0.03631482394641229,-0.019027440424965694,0.23124204863136513,4.749562716402209,0.5940656675782032
master_comparison,skill,46,latent_fixed,bankroll_deposits,0.05374820941243121,-0.0015940549589467737,0.23124204863136513,4.749562716402209,0.5940656675782032
master_comparison,mechanism,46,latent_fixed,bankroll_deposits,0.05478671654902931,-0.0005555478223486787,0.23124204863136513,4.749562716402209,0.5940656675782032
