scenario,mean_coalition_profit,se_coalition_profit,ci_low,ci_high,mean_final_gini,n_seeds
no_collusion,0.0,0.0,0.0,0.0,0.33381082201114465,20
collusion_weighted_mean,19.86695351804298,2.318741613381549,15.322219955815143,24.411687080270816,0.3890443922841364,20
collusion_weighted_median,16.859359120042143,2.3652697304811494,12.22343044829909,21.495287791785195,0.36782499253598067,20
