epsilon,k,mean_profit,se_profit,ci_low,ci_high,mean_n_eff,leakage_vs_narrow,n_seeds
0.0,3,12.01530702158451,1.2755779623509305,9.515174215376685,14.515439827792335,4.883743539619536,0.0,10
0.005,3,11.982973448950888,1.2466836069968688,9.539473579237026,14.426473318664751,4.88208205556457,-0.2691031746050034,10
0.01,3,11.97155586230402,1.2372331940843682,9.546578801898658,14.396532922709383,4.880015040510422,-0.36412851708153776,10
0.02,3,11.758721426331226,1.2588791318354837,9.291318327933677,14.226124524728775,4.880631933852515,-2.135489295382543,10
0.05,3,10.40493552286527,1.257606698846795,7.940026393125551,12.869844652604987,4.8538529204791985,-13.402666247531926,10
0.1,3,5.3462541722481385,1.2883396684373796,2.8211084221108744,7.871399922385402,4.779822225012696,-55.504639518207625,10
