id;position_number;lon;lat;alt;date_start;date_end
AD0942A;1;1.53914;42.50969;1080.0;2026-03-20;
AD0944A;1;1.56525;42.51694;1637.0;2026-03-20;
AL0203A;1;20.78018;40.62592;848.0;2025-10-11;
AL0206A;1;19.52342;42.3139;13.0;2025-10-11;
AT0ENK1;1;13.67086;48.39163;525.0;2024-01-17;2024-03-05
AT0ENK1;2;13.67114;48.39171;525.0;2024-03-06;2024-03-09
AT0ENK1;3;13.67086;48.39163;525.0;2024-03-10;2024-12-23
AT0ENK1;4;13.6709;48.3916;525.0;2024-12-24;2024-12-24
AT0ENK1;5;13.67086;48.39164;525.0;2024-12-25;
AT0ILL1;1;16.76639;47.77027;117.0;2024-01-17;2024-09-27
AT0ILL1;2;16.76639;47.77028;117.0;2024-09-28;2024-12-22
AT0ILL1;3;16.7664;47.7703;117.0;2024-12-23;2024-12-24
AT0ILL1;4;16.76639;47.77028;117.0;2024-12-25;
AT0KLH1;1;15.9563;46.76719;417.0;2024-01-17;2024-03-05
AT0KLH1;2;15.95611;46.76749;415.0;2024-03-06;2024-03-09
AT0KLH1;3;15.9563;46.76719;417.0;2024-03-10;2024-09-27
AT0KLH1;4;15.9563;46.7672;417.0;2024-09-28;
AT0PIL1;1;15.936;48.72119;315.0;2024-01-17;2024-03-05
AT0PIL1;2;15.94222;48.72111;315.0;2024-03-06;2024-03-09
AT0PIL1;3;15.936;48.72119;315.0;2024-03-10;2024-09-27
AT0PIL1;4;15.936;48.7212;315.0;2024-09-28;
AT0SON1;1;12.9583;47.05417;3106.0;2026-03-20;
AT0VOR1;1;12.9746;46.67764;1036.0;2024-01-17;2024-03-05
AT0VOR1;2;12.97444;46.67861;1010.0;2024-03-06;2024-03-09
AT0VOR1;3;12.9746;46.67764;1036.0;2024-03-10;2024-09-27
AT0VOR1;4;12.9746;46.67765;1036.0;2024-09-28;2024-12-22
AT0VOR1;5;12.9746;46.6776;1036.0;2024-12-23;2024-12-24
AT0VOR1;6;12.9746;46.67765;1036.0;2024-12-25;
AT0ZOE2;1;14.4409;47.83827;892.0;2024-01-17;2024-03-05
AT0ZOE2;2;14.44138;47.83861;899.0;2024-03-06;2024-03-09
AT0ZOE2;3;14.4409;47.83827;892.0;2024-03-10;2024-09-27
AT0ZOE2;4;14.4409;47.83828;892.0;2024-09-28;2024-12-23
AT0ZOE2;5;14.4409;47.8383;892.0;2024-12-24;2024-12-24
AT0ZOE2;6;14.44091;47.83828;892.0;2024-12-25;
AT10001;1;16.52617;47.84011;165.0;2024-01-17;2024-03-04
AT10001;2;16.52805;47.83999;160.0;2024-03-05;2024-03-09
AT10001;3;16.52617;47.84011;165.0;2024-03-10;2024-12-22
AT10001;4;16.5262;47.8401;165.0;2024-12-23;2024-12-24
AT10001;5;16.52617;47.84011;165.0;2024-12-25;
AT10003;1;17.07031;48.10915;136.0;2026-03-20;
AT2KA41;1;14.28931;46.62935;550.0;2024-01-17;2024-09-27
AT2KA41;2;14.28931;46.62936;550.0;2024-09-28;2024-12-22
AT2KA41;3;14.2893;46.6294;550.0;2024-12-23;2024-12-24
AT2KA41;4;14.28931;46.62936;550.0;2024-12-25;
AT2KA71;1;14.29914;46.62661;445.0;2024-01-17;2024-12-23
AT2KA71;2;14.2991;46.6266;445.0;2024-12-24;2024-12-24
AT2KA71;3;14.29914;46.62662;445.0;2024-12-25;
AT2M121;1;13.70345;46.5584;574.0;2026-03-20;
AT2M226;1;14.39826;46.6101;420.0;2024-01-17;2024-03-05
AT2M226;2;14.39833;46.61027;420.0;2024-03-06;2024-03-10
AT2M226;3;14.39826;46.6101;420.0;2024-03-11;2024-09-27
AT2M226;4;14.39826;46.61011;420.0;2024-09-28;2024-12-22
AT2M226;5;14.3983;46.6101;420.0;2024-12-23;2024-12-24
AT2M226;6;14.39826;46.61011;420.0;2024-12-25;
AT2M805;1;14.33014;46.82518;1070.0;2025-03-10;
AT2SP10;1;13.19453;46.93499;686.0;2024-01-17;2024-03-04
AT2SP10;2;13.19583;46.93499;686.0;2024-03-05;2024-03-09
AT2SP10;3;13.19453;46.93499;686.0;2024-03-10;2024-12-23
AT2SP10;4;13.1945;46.935;686.0;2024-12-24;2024-12-24
AT2SP10;5;13.19453;46.935;686.0;2024-12-25;
AT2SP18;1;13.49388;46.80138;560.0;2024-01-17;2024-12-23
AT2SP18;2;13.4939;46.8014;560.0;2024-12-24;2024-12-24
AT2SP18;3;13.49389;46.80139;560.0;2024-12-25;
AT2VI12;1;13.84147;46.61231;490.0;2026-03-20;
AT2VL52;1;13.91449;46.6954;1897.0;2026-03-20;
AT2WO15;1;14.84346;46.83498;460.0;2026-03-20;
AT2WO35;1;14.89166;46.70833;540.0;2024-01-17;2024-12-23
AT2WO35;2;14.8917;46.7083;540.0;2024-12-24;2024-12-24
AT2WO35;3;14.89167;46.70833;540.0;2024-12-25;
AT30065;1;16.1434;48.19549;260.0;2024-01-17;2024-03-04
AT30065;2;16.14361;48.19583;260.0;2024-03-05;2024-03-09
AT30065;3;16.1434;48.19549;260.0;2024-03-10;2024-09-27
AT30065;4;16.1434;48.1955;260.0;2024-09-28;
AT30101;1;14.8788;48.11989;270.0;2024-01-17;2024-03-05
AT30101;2;14.87833;48.12027;270.0;2024-03-06;2024-03-09
AT30101;3;14.8788;48.11989;270.0;2024-03-10;2024-12-23
AT30101;4;14.8788;48.1199;270.0;2024-12-24;
AT30103;1;14.86505;48.17927;465.0;2024-01-17;2024-03-04
AT30103;2;14.86666;48.17972;465.0;2024-03-05;2024-03-09
AT30103;3;14.86505;48.17927;465.0;2024-03-10;2024-12-23
AT30103;4;14.8651;48.1793;465.0;2024-12-24;2024-12-24
AT30103;5;14.86505;48.17928;465.0;2024-12-25;
AT30104;1;14.51954;48.19234;265.0;2026-03-20;
AT30201;1;16.20573;47.95919;265.0;2024-01-17;2024-03-05
AT30201;2;16.20583;47.95916;265.0;2024-03-06;2024-03-09
AT30201;3;16.20573;47.95919;265.0;2024-03-10;2024-09-27
AT30201;4;16.20573;47.9592;265.0;2024-09-28;2024-12-22
AT30201;5;16.2057;47.9592;265.0;2024-12-23;2024-12-24
AT30201;6;16.20573;47.9592;265.0;2024-12-25;
AT30202;1;15.9189;48.10509;581.0;2024-01-17;2024-03-05
AT30202;2;15.91944;48.10611;581.0;2024-03-06;2024-03-09
AT30202;3;15.9189;48.10509;581.0;2024-03-10;2024-09-27
AT30202;4;15.9189;48.1051;581.0;2024-09-28;
AT30301;1;16.95787;48.1442;180.0;2026-03-20;
AT30302;1;16.67528;48.05003;235.0;2024-01-17;2024-03-05
AT30302;2;16.67527;48.05027;235.0;2024-03-06;2024-03-09
AT30302;3;16.67528;48.05003;235.0;2024-03-10;2024-09-27
AT30302;4;16.67528;48.05004;235.0;2024-09-28;2024-12-23
AT30302;5;16.6753;48.05;235.0;2024-12-24;2024-12-24
AT30302;6;16.67529;48.05004;235.0;2024-12-25;
AT30401;1;16.72945;48.33472;161.0;2026-03-20;
AT30403;1;16.52199;48.39289;260.0;2024-01-17;2024-03-05
AT30403;2;16.52266;48.39222;260.0;2024-03-06;2024-03-09
AT30403;3;16.52199;48.39289;260.0;2024-03-10;2024-12-23
AT30403;4;16.52199;48.3929;260.0;2024-12-24;
AT30407;1;16.63629;48.23069;153.0;2024-01-17;2024-03-05
AT30407;2;16.63638;48.23083;150.0;2024-03-06;2024-03-09
AT30407;3;16.63629;48.23069;153.0;2024-03-10;2024-09-27
AT30407;4;16.63629;48.2307;153.0;2024-09-28;
AT30502;1;15.04666;48.87861;570.0;2024-01-17;2024-12-23
AT30502;2;15.0467;48.8786;570.0;2024-12-24;2024-12-24
AT30502;3;15.04667;48.87861;570.0;2024-12-25;
AT30601;1;16.31394;48.30245;260.0;2024-01-17;2024-03-05
AT30601;2;16.31394;48.30245;220.0;2024-03-06;2024-03-09
AT30601;3;16.31394;48.30245;260.0;2024-03-10;2024-09-27
AT30601;4;16.31394;48.30246;260.0;2024-09-28;2024-12-22
AT30601;5;16.3139;48.3025;260.0;2024-12-23;2024-12-24
AT30601;6;16.31394;48.30246;260.0;2024-12-25;
AT30603;1;16.4311;48.08569;172.0;2024-01-17;2024-03-05
AT30603;2;16.43333;48.08611;172.0;2024-03-06;2024-03-09
AT30603;3;16.4311;48.08569;172.0;2024-03-10;2024-09-27
AT30603;4;16.4311;48.0857;172.0;2024-09-28;2025-07-10
AT30603;5;16.4311;48.08567;172.0;2025-07-11;
AT30701;1;15.94185;48.52831;230.0;2024-01-17;2024-03-05
AT30701;2;15.94277;48.52888;230.0;2024-03-06;2024-03-09
AT30701;3;15.94185;48.52831;230.0;2024-03-10;2024-12-23
AT30701;4;15.9419;48.5283;230.0;2024-12-24;2024-12-24
AT30701;5;15.94185;48.52832;230.0;2024-12-25;
AT30801;1;15.49842;48.7242;556.0;2024-01-17;2024-09-27
AT30801;2;15.49842;48.72421;556.0;2024-09-28;2024-12-22
AT30801;3;15.4984;48.7242;556.0;2024-12-23;2024-12-24
AT30801;4;15.49842;48.72421;556.0;2024-12-25;
AT30902;1;16.18211;48.385;175.0;2026-03-20;
AT31102;1;15.32085;47.86143;880.0;2024-01-17;2024-03-05
AT31102;2;15.32194;47.86194;880.0;2024-03-06;2024-03-09
AT31102;3;15.32085;47.86143;880.0;2024-03-10;2024-12-23
AT31102;4;15.3209;47.8614;880.0;2024-12-24;2024-12-24
AT31102;5;15.32085;47.86144;880.0;2024-12-25;
AT31204;1;15.205;48.21274;216.0;2024-01-17;2024-03-05
AT31204;2;15.19722;48.21333;216.0;2024-03-06;2024-03-09
AT31204;3;15.205;48.21274;216.0;2024-03-10;2024-09-27
AT31204;4;15.20499;48.21274;216.0;2024-09-28;2024-12-23
AT31204;5;15.205;48.2127;216.0;2024-12-24;2024-12-24
AT31204;6;15.205;48.21275;216.0;2024-12-25;
AT31301;1;16.5788;48.57831;250.0;2024-01-17;2024-03-05
AT31301;2;16.58055;48.57861;250.0;2024-03-06;2024-03-09
AT31301;3;16.5788;48.57831;250.0;2024-03-10;2024-12-23
AT31301;4;16.5788;48.5783;250.0;2024-12-24;2024-12-24
AT31301;5;16.5788;48.57832;250.0;2024-12-25;
AT31401;1;16.30222;48.08611;215.0;2024-01-17;2024-12-23
AT31401;2;16.3022;48.0861;215.0;2024-12-24;2024-12-24
AT31401;3;16.30221;48.08611;215.0;2024-12-25;2025-07-10
AT31401;4;16.30097;48.08556;215.0;2025-07-11;
AT31406;1;16.33721;48.08333;188.0;2026-03-20;
AT31413;1;16.329;48.0843;210.0;2026-03-20;
AT31502;1;15.85998;47.67027;890.0;2024-01-17;2024-03-05
AT31502;2;15.86027;47.67027;890.0;2024-03-06;2024-03-09
AT31502;3;15.85998;47.67027;890.0;2024-03-10;2024-12-22
AT31502;4;15.86;47.6703;890.0;2024-12-23;2024-12-24
AT31502;5;15.85998;47.67028;890.0;2024-12-25;
AT31701;1;15.54552;48.37034;320.0;2024-01-17;2024-03-05
AT31701;2;15.54583;48.37027;320.0;2024-03-06;2024-03-09
AT31701;3;15.54552;48.37034;320.0;2024-03-10;2024-09-27
AT31701;4;15.54552;48.37035;320.0;2024-09-28;2024-12-22
AT31701;5;15.5455;48.3704;320.0;2024-12-23;2024-12-24
AT31701;6;15.54552;48.37035;320.0;2024-12-25;
AT31901;1;16.0625;48.32944;178.0;2024-01-17;2024-12-23
AT31901;2;16.0625;48.3295;178.0;2024-12-24;2024-12-24
AT31901;3;16.0625;48.32945;178.0;2024-12-25;
AT31902;1;15.90706;48.34509;200.0;2026-03-20;
AT31903;1;15.85779;48.33096;185.0;2024-01-17;2024-03-04
AT31903;2;15.85779;48.33096;192.0;2024-03-05;2024-03-09
AT31903;3;15.85779;48.33096;185.0;2024-03-10;2024-12-23
AT31903;4;15.8578;48.331;185.0;2024-12-24;2024-12-24
AT31903;5;15.8578;48.33097;185.0;2024-12-25;
AT31905;1;15.96462;48.32183;182.0;2024-01-17;2024-03-05
AT31905;2;15.96666;48.32222;182.0;2024-03-06;2024-03-09
AT31905;3;15.96462;48.32183;182.0;2024-03-10;2024-12-23
AT31905;4;15.9646;48.3218;182.0;2024-12-24;2024-12-24
AT31905;5;15.96462;48.32184;182.0;2024-12-25;
AT32101;1;16.29305;47.60833;738.0;2024-01-17;2024-12-23
AT32101;2;16.2931;47.6083;738.0;2024-12-24;2024-12-24
AT32101;3;16.29306;47.60833;738.0;2024-12-25;2025-07-10
AT32101;4;16.29314;47.6075;738.0;2025-07-11;
AT32301;1;15.63249;48.21159;270.0;2024-01-17;2024-03-05
AT32301;2;15.63416;48.21249;270.0;2024-03-06;2024-03-09
AT32301;3;15.63249;48.21159;270.0;2024-03-10;2024-09-27
AT32301;4;15.6325;48.2116;270.0;2024-09-28;
AT32401;1;16.255;47.81416;265.0;2024-01-17;2024-12-23
AT32401;2;16.255;47.8142;265.0;2024-12-24;2024-12-24
AT32401;3;16.255;47.81417;265.0;2024-12-25;
AT32501;1;15.61916;48.4086;200.0;2024-01-17;2024-12-23
AT32501;2;15.6192;48.4086;200.0;2024-12-24;2024-12-24
AT32501;3;15.61917;48.40861;200.0;2024-12-25;
AT32604;1;14.77227;48.04511;330.0;2024-01-17;2024-03-05
AT32604;2;14.77227;48.04511;750.0;2024-03-06;2024-03-09
AT32604;3;14.77227;48.04511;330.0;2024-03-10;2024-12-23
AT32604;4;14.7723;48.0451;330.0;2024-12-24;2024-12-24
AT32604;5;14.77228;48.04511;330.0;2024-12-25;
AT32701;1;16.4759;48.14557;155.0;2024-01-17;2024-03-05
AT32701;2;16.47444;48.14499;155.0;2024-03-06;2024-03-09
AT32701;3;16.4759;48.14557;155.0;2024-03-10;2024-09-27
AT32701;4;16.4759;48.14558;155.0;2024-09-28;2024-12-22
AT32701;5;16.4759;48.1456;155.0;2024-12-23;2024-12-24
AT32701;6;16.4759;48.14558;155.0;2024-12-25;
AT4S108;1;14.57472;48.53111;918.0;2024-01-17;2024-12-22
AT4S108;2;14.5747;48.5311;918.0;2024-12-23;2024-12-24
AT4S108;3;14.57472;48.53111;918.0;2024-12-25;
AT4S125;1;13.63222;47.71611;460.0;2024-01-17;2024-12-22
AT4S125;2;13.6322;47.7161;460.0;2024-12-23;2024-12-24
AT4S125;3;13.63222;47.71611;460.0;2024-12-25;
AT4S156;1;13.03923;48.25747;350.0;2024-01-17;2024-03-04
AT4S156;2;13.03972;48.25777;350.0;2024-03-05;2024-03-09
AT4S156;3;13.03923;48.25747;350.0;2024-03-10;2024-12-22
AT4S156;4;13.0392;48.2575;350.0;2024-12-23;2024-12-24
AT4S156;5;13.03923;48.25747;350.0;2024-12-25;
AT4S173;1;14.3665;48.27975;250.0;2026-03-20;
AT4S184;1;14.2975;48.30611;260.0;2024-01-17;2024-12-23
AT4S184;2;14.2975;48.3061;260.0;2024-12-24;2024-12-24
AT4S184;3;14.2975;48.30612;260.0;2024-12-25;
AT4S235;1;13.72074;47.81586;1602.0;2026-03-20;
AT4S404;1;14.23755;48.22534;274.0;2024-01-17;2024-03-05
AT4S404;2;14.23888;48.22527;274.0;2024-03-06;2024-03-09
AT4S404;3;14.23755;48.22534;274.0;2024-03-10;2024-12-23
AT4S404;4;14.2376;48.2253;274.0;2024-12-24;2024-12-24
AT4S404;5;14.23755;48.22535;274.0;2024-12-25;
AT4S406;1;14.0366;48.16489;316.0;2024-01-17;2024-03-05
AT4S406;2;14.03555;48.16499;316.0;2024-03-06;2024-03-09
AT4S406;3;14.0366;48.16489;316.0;2024-03-10;2024-09-27
AT4S406;4;14.0366;48.1649;316.0;2024-09-28;
AT4S407;1;13.66761;48.00089;420.0;2024-01-17;2024-09-27
AT4S407;2;13.6676;48.0009;420.0;2024-09-28;2024-12-24
AT4S407;3;13.66761;48.0009;420.0;2024-12-25;
AT4S409;1;14.44277;48.04944;305.0;2024-01-17;2024-12-23
AT4S409;2;14.4428;48.0494;305.0;2024-12-24;2024-12-24
AT4S409;3;14.44278;48.04944;305.0;2024-12-25;2025-07-10
AT4S409;4;14.44236;48.04925;305.0;2025-07-11;
AT4S416;1;14.31479;48.27329;265.0;2026-03-20;
AT4S432;1;13.60892;47.97386;485.0;2026-03-20;
AT51201;1;13.02801;47.81575;420.0;2026-03-20;
AT52055;1;13.23277;47.65027;1005.0;2024-01-17;2024-12-23
AT52055;2;13.2328;47.6503;1005.0;2024-12-24;2024-12-24
AT52055;3;13.23278;47.65028;1005.0;2024-12-25;
AT52100;1;13.106;47.66699;650.0;2024-01-17;2024-12-18
AT52100;2;13.10511;47.66675;650.0;2024-12-19;2024-12-22
AT52100;3;13.1051;47.6668;650.0;2024-12-23;2024-12-24
AT52100;4;13.10511;47.66675;650.0;2024-12-25;
AT53055;1;13.01583;47.93666;730.0;2024-01-17;2024-12-23
AT53055;2;13.0158;47.9367;730.0;2024-12-24;2024-12-24
AT53055;3;13.01583;47.93667;730.0;2024-12-25;
AT54057;1;13.20555;47.35138;620.0;2024-01-17;2024-12-23
AT54057;2;13.2056;47.3514;620.0;2024-12-24;2024-12-24
AT54057;3;13.20556;47.35139;620.0;2024-12-25;
AT55019;1;13.54318;47.13378;1140.0;2026-03-20;
AT55032;1;13.80804;47.12565;1025.0;2024-01-17;2024-03-05
AT55032;2;13.80833;47.12583;1025.0;2024-03-06;2024-03-09
AT55032;3;13.80804;47.12565;1025.0;2024-03-10;2024-09-27
AT55032;4;13.80804;47.12566;1025.0;2024-09-28;2024-12-22
AT55032;5;13.808;47.1257;1025.0;2024-12-23;2024-12-24
AT55032;6;13.80804;47.12566;1025.0;2024-12-25;
AT56072;1;12.79512;47.32663;775.0;2024-01-17;2024-09-27
AT56072;2;12.79512;47.32664;775.0;2024-09-28;2024-12-22
AT56072;3;12.7951;47.3266;775.0;2024-12-23;2024-12-24
AT56072;4;12.79512;47.32664;775.0;2024-12-25;
AT60018;1;15.4375;47.07583;450.0;2024-01-17;2024-12-22
AT60018;2;15.4375;47.0758;450.0;2024-12-23;2024-12-24
AT60018;3;15.4375;47.07583;450.0;2024-12-25;
AT60036;1;15.49368;47.06701;473.0;2024-01-17;2024-12-23
AT60036;2;15.4937;47.067;473.0;2024-12-24;2024-12-24
AT60036;3;15.49369;47.06701;473.0;2024-12-25;
AT60106;1;15.08666;47.06332;445.0;2024-01-17;2026-03-19
AT60106;2;15.08667;47.06333;445.0;2026-03-20;
AT60107;1;15.15277;47.04472;390.0;2024-01-17;2024-12-23
AT60107;2;15.1528;47.0447;390.0;2024-12-24;2024-12-24
AT60107;3;15.15278;47.04472;390.0;2024-12-25;
AT60114;1;14.75333;47.19249;675.0;2024-01-17;2024-09-27
AT60114;2;14.75333;47.1925;675.0;2024-09-28;2024-12-22
AT60114;3;14.7533;47.1925;675.0;2024-12-23;2024-12-24
AT60114;4;14.75333;47.1925;675.0;2024-12-25;
AT60118;1;14.67666;47.17807;715.0;2024-01-17;2024-03-05
AT60118;2;14.67666;47.17833;715.0;2024-03-06;2024-03-09
AT60118;3;14.67666;47.17807;715.0;2024-03-10;2024-09-27
AT60118;4;14.67666;47.17808;715.0;2024-09-28;2024-12-23
AT60118;5;14.6767;47.1781;715.0;2024-12-24;2024-12-24
AT60118;6;14.67667;47.17808;715.0;2024-12-25;
AT60119;1;14.82527;47.21036;635.0;2024-01-17;
AT60138;1;15.41511;47.09436;355.0;2024-01-17;2024-12-22
AT60138;2;15.4151;47.0944;355.0;2024-12-23;2024-12-24
AT60138;3;15.41511;47.09436;355.0;2024-12-25;
AT60139;1;15.40438;47.06944;370.0;2024-01-17;2024-12-23
AT60139;2;15.4044;47.0694;370.0;2024-12-24;2024-12-24
AT60139;3;15.40439;47.06944;370.0;2024-12-25;
AT60141;1;15.10369;47.35909;554.0;2024-01-17;2024-03-05
AT60141;2;15.10361;47.35888;554.0;2024-03-06;2024-03-09
AT60141;3;15.10369;47.35909;554.0;2024-03-10;2024-09-27
AT60141;4;15.1037;47.35909;554.0;2024-09-28;2024-12-23
AT60141;5;15.1037;47.3591;554.0;2024-12-24;
AT60142;1;15.07405;47.37533;555.0;2026-03-20;
AT60143;1;15.0889;47.38229;543.0;2024-01-17;2025-03-09
AT60143;2;15.0889;47.3823;543.0;2025-03-10;
AT60145;1;15.29032;47.44583;517.0;2024-01-17;2024-12-22
AT60145;2;15.2903;47.4458;517.0;2024-12-23;2024-12-24
AT60145;3;15.29032;47.44583;517.0;2024-12-25;
AT60150;1;15.36083;47.40556;1610.0;2026-03-20;
AT60151;1;15.49583;46.87138;449.0;2024-01-17;2024-12-23
AT60151;2;15.4958;46.8714;449.0;2024-12-24;2024-12-24
AT60151;3;15.49583;46.87139;449.0;2024-12-25;
AT60156;1;15.88222;47.34805;1180.0;2024-01-17;2024-09-27
AT60156;2;15.88222;47.34806;1180.0;2024-09-28;2024-12-22
AT60156;3;15.8822;47.3481;1180.0;2024-12-23;2024-12-24
AT60156;4;15.88222;47.34806;1180.0;2024-12-25;
AT60157;1;13.79666;47.63055;980.0;2024-01-17;2024-09-27
AT60157;2;13.79666;47.63056;980.0;2024-09-28;2024-12-23
AT60157;3;13.7967;47.6306;980.0;2024-12-24;2024-12-24
AT60157;4;13.79667;47.63056;980.0;2024-12-25;
AT60170;1;15.43308;47.04171;345.0;2024-01-17;2024-03-05
AT60170;2;15.43305;47.04166;345.0;2024-03-06;2024-03-09
AT60170;3;15.43308;47.04171;345.0;2024-03-10;2024-09-27
AT60170;4;15.43308;47.04172;345.0;2024-09-28;2024-12-22
AT60170;5;15.4331;47.0417;345.0;2024-12-23;2024-12-24
AT60170;6;15.43308;47.04172;345.0;2024-12-25;
AT60172;1;15.43194;47.06923;366.0;2024-01-17;2024-12-23
AT60172;2;15.432;47.0692;366.0;2024-12-24;2024-12-24
AT60172;3;15.43195;47.06924;366.0;2024-12-25;
AT60177;1;14.24467;47.56543;649.0;2024-01-17;2024-12-23
AT60177;2;14.2447;47.5654;649.0;2024-12-24;2024-12-24
AT60177;3;14.24468;47.56544;649.0;2024-12-25;
AT60178;1;15.62839;47.2157;459.0;2024-01-17;2024-12-22
AT60178;2;15.6284;47.2157;459.0;2024-12-23;2024-12-24
AT60178;3;15.62839;47.2157;459.0;2024-12-25;
AT60179;1;15.97185;47.28285;349.0;2024-01-17;2024-09-27
AT60179;2;15.97185;47.28286;349.0;2024-09-28;2024-12-22
AT60179;3;15.9718;47.2829;349.0;2024-12-23;2024-12-24
AT60179;4;15.97185;47.28286;349.0;2024-12-25;
AT60180;1;15.25333;47.40944;485.0;2024-01-17;2024-12-22
AT60180;2;15.2533;47.4094;485.0;2024-12-23;2024-12-24
AT60180;3;15.25333;47.40944;485.0;2024-12-25;
AT60185;1;15.9563;46.76719;417.0;2024-01-21;2024-03-05
AT60185;2;15.95611;46.76749;415.0;2024-03-06;2024-03-09
AT60185;3;15.9563;46.76719;417.0;2024-03-10;2024-09-27
AT60185;4;15.9563;46.7672;417.0;2024-09-28;
AT60189;1;13.63944;47.36028;1852.0;2026-03-20;
AT60190;1;15.36777;46.65194;785.0;2024-01-17;2024-09-27
AT60190;2;15.36777;46.65195;785.0;2024-09-28;2024-12-23
AT60190;3;15.3678;46.6519;785.0;2024-12-24;2024-12-24
AT60190;4;15.36778;46.65195;785.0;2024-12-25;
AT60194;1;15.67305;47.60472;679.0;2024-01-17;2024-12-23
AT60194;2;15.6731;47.6047;679.0;2024-12-24;2024-12-24
AT60194;3;15.67306;47.60472;679.0;2024-12-25;
AT60195;1;15.21277;46.81388;365.0;2024-01-17;2024-12-23
AT60195;2;15.2128;46.8139;365.0;2024-12-24;2024-12-24
AT60195;3;15.21278;46.81389;365.0;2024-12-25;
AT60196;1;14.33073;47.04028;1860.0;2026-03-20;
AT60197;1;15.54056;46.77833;272.0;2025-03-10;
AT60198;1;16.07905;47.04734;276.0;2024-01-17;2024-03-05
AT60198;2;16.07888;47.04722;276.0;2024-03-06;2024-03-09
AT60198;3;16.07905;47.04734;276.0;2024-03-10;2024-09-27
AT60198;4;16.07904;47.04735;276.0;2024-09-28;2024-12-22
AT60198;5;16.079;47.0474;276.0;2024-12-23;2024-12-24
AT60198;6;16.07904;47.04735;276.0;2024-12-25;
AT72106;1;11.41695;47.27129;570.0;2026-03-20;
AT72110;1;11.39236;47.26261;577.0;2024-01-17;2024-12-23
AT72110;2;11.3924;47.2626;577.0;2024-12-24;2024-12-24
AT72110;3;11.39236;47.26262;577.0;2024-12-25;
AT72113;1;11.37466;47.2699;678.0;2024-01-17;2024-12-22
AT72113;2;11.3747;47.2699;678.0;2024-12-23;2024-12-24
AT72113;3;11.37466;47.2699;678.0;2024-12-25;
AT72123;1;11.376;47.30562;1958.0;2026-03-20;
AT72227;1;11.51249;47.27806;558.0;2024-01-17;2024-09-27
AT72227;2;11.51249;47.27807;558.0;2024-09-28;2024-12-23
AT72227;3;11.5125;47.2781;558.0;2024-12-24;2024-12-24
AT72227;4;11.5125;47.27807;558.0;2024-12-25;
AT72530;1;12.06663;47.48855;508.0;2024-01-17;2024-12-23
AT72530;2;12.0666;47.4886;508.0;2024-12-24;2024-12-24
AT72530;3;12.06663;47.48856;508.0;2024-12-25;
AT72538;1;11.90994;47.45871;602.0;2024-01-17;2024-09-27
AT72538;2;11.90995;47.45871;602.0;2024-09-28;2024-12-23
AT72538;3;11.91;47.4587;602.0;2024-12-24;2024-12-24
AT72538;4;11.90995;47.45872;602.0;2024-12-25;
AT72547;1;12.16924;47.58052;526.0;2024-01-17;2024-12-23
AT72547;2;12.1692;47.5805;526.0;2024-12-24;2024-12-24
AT72547;3;12.16925;47.58053;526.0;2024-12-25;
AT72552;1;12.17241;47.5818;489.0;2024-01-17;2024-12-23
AT72552;2;12.1724;47.5818;489.0;2024-12-24;2024-12-24
AT72552;3;12.17241;47.58181;489.0;2024-12-25;
AT72620;1;10.22481;47.13368;2147.0;2026-03-20;
AT72705;1;10.68228;47.46983;877.0;2024-01-17;2024-12-23
AT72705;2;10.6823;47.4698;877.0;2024-12-24;2024-12-24
AT72705;3;10.68228;47.46984;877.0;2024-12-25;
AT72710;1;10.74411;47.44759;985.0;2024-01-17;2024-12-22
AT72710;2;10.7441;47.4476;985.0;2024-12-23;2024-12-24
AT72710;3;10.74412;47.4476;985.0;2024-12-25;
AT72912;1;12.76602;46.81911;681.0;2024-01-17;2024-12-23
AT72912;2;12.766;46.8191;681.0;2024-12-24;2024-12-24
AT72912;3;12.76603;46.81911;681.0;2024-12-25;
AT80503;1;9.9267;47.52919;1033.0;2024-01-17;2024-03-05
AT80503;2;9.9267;47.52919;1020.0;2024-03-06;2024-03-09
AT80503;3;9.9267;47.52919;1033.0;2024-03-10;2024-09-27
AT80503;4;9.9267;47.5292;1033.0;2024-09-28;
AT80706;1;9.65371;47.41016;410.0;2024-01-17;2024-12-22
AT80706;2;9.6537;47.4102;410.0;2024-12-23;2024-12-24
AT80706;3;9.65371;47.41016;410.0;2024-12-25;
AT82708;1;9.82294;47.15648;563.0;2024-01-17;2024-03-05
AT82708;2;9.82294;47.15648;580.0;2024-03-06;2024-03-09
AT82708;3;9.82294;47.15648;563.0;2024-03-10;2024-12-23
AT82708;4;9.8229;47.1565;563.0;2024-12-24;2024-12-24
AT82708;5;9.82293;47.15648;563.0;2024-12-25;
AT900KE;1;16.47605;48.15671;158.0;2026-03-20;
AT900ZA;1;16.35707;48.24899;210.0;2024-01-17;2024-12-23
AT900ZA;2;16.3571;48.249;210.0;2024-12-24;2024-12-24
AT900ZA;3;16.35708;48.24899;210.0;2024-12-25;
AT90AKC;1;16.34981;48.2191;184.0;2024-01-17;2024-03-05
AT90AKC;2;16.34555;48.21951;199.0;2024-03-06;2024-03-09
AT90AKC;3;16.34981;48.2191;184.0;2024-03-10;2024-09-27
AT90AKC;4;16.34981;48.21911;184.0;2024-09-28;2024-12-23
